"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Aug 24 02:28:16 GMT 2022","Wed Aug 24 02:28:16 GMT 2022","2","","","","","","Validate Council Output -- @1.15 Testing : TorridgeDistrictCouncil",""
"broken","Wed Aug 24 02:25:46 GMT 2022","Wed Aug 24 02:25:46 GMT 2022","2","","","","","","Validate Council Output -- @1.7 Testing : HuntingdonDistrictCouncil",""
"broken","Wed Aug 24 02:28:11 GMT 2022","Wed Aug 24 02:28:11 GMT 2022","2","","","","","","Validate Council Output -- @1.10 Testing : NELincs",""
"broken","Wed Aug 24 02:28:11 GMT 2022","Wed Aug 24 02:28:11 GMT 2022","2","","","","","","Validate Council Output -- @1.11 Testing : NewcastleCityCouncil",""
"broken","Wed Aug 24 02:28:16 GMT 2022","Wed Aug 24 02:28:16 GMT 2022","1","","","","","","Validate Council Output -- @1.14 Testing : StockportBoroughCouncil",""
"broken","Wed Aug 24 02:25:43 GMT 2022","Wed Aug 24 02:25:44 GMT 2022","727","","","","","","Validate Council Output -- @1.3 Testing : CastlepointDistrictCouncil",""
"passed","Wed Aug 24 02:25:40 GMT 2022","Wed Aug 24 02:25:43 GMT 2022","3832","","","","","","Validate Council Output -- @1.2 Testing : CardiffCouncil",""
"broken","Wed Aug 24 02:28:16 GMT 2022","Wed Aug 24 02:28:16 GMT 2022","2","","","","","","Validate Council Output -- @1.13 Testing : StHelensBC",""
"passed","Wed Aug 24 02:28:11 GMT 2022","Wed Aug 24 02:28:16 GMT 2022","5519","","","","","","Validate Council Output -- @1.12 Testing : SouthTynesideCouncil",""
"passed","Wed Aug 24 02:28:16 GMT 2022","Wed Aug 24 02:28:18 GMT 2022","1843","","","","","","Validate Council Output -- @1.17 Testing : WarwickDistrictCouncil",""
"passed","Wed Aug 24 02:25:36 GMT 2022","Wed Aug 24 02:25:40 GMT 2022","3375","","","","","","Validate Council Output -- @1.1 Testing : BlackburnCouncil",""
"passed","Wed Aug 24 02:28:21 GMT 2022","Wed Aug 24 02:28:26 GMT 2022","4294","","","","","","Validate Council Output -- @1.20 Testing : YorkCouncil",""
"passed","Wed Aug 24 02:28:09 GMT 2022","Wed Aug 24 02:28:11 GMT 2022","1553","","","","","","Validate Council Output -- @1.9 Testing : MidSussexDistrictCouncil",""
"passed","Wed Aug 24 02:28:18 GMT 2022","Wed Aug 24 02:28:21 GMT 2022","3557","","","","","","Validate Council Output -- @1.19 Testing : WindsorAndMaidenheadCouncil",""
"broken","Wed Aug 24 02:28:18 GMT 2022","Wed Aug 24 02:28:18 GMT 2022","1","","","","","","Validate Council Output -- @1.18 Testing : WiganBoroughCouncil",""
"broken","Wed Aug 24 02:28:16 GMT 2022","Wed Aug 24 02:28:16 GMT 2022","1","","","","","","Validate Council Output -- @1.16 Testing : WakefieldCityCouncil",""
"passed","Wed Aug 24 02:25:44 GMT 2022","Wed Aug 24 02:25:46 GMT 2022","1963","","","","","","Validate Council Output -- @1.4 Testing : CheshireEastCouncil",""
"passed","Wed Aug 24 02:25:46 GMT 2022","Wed Aug 24 02:28:09 GMT 2022","142783","","","","","","Validate Council Output -- @1.8 Testing : LeedsCityCouncil",""
"broken","Wed Aug 24 02:25:46 GMT 2022","Wed Aug 24 02:25:46 GMT 2022","1","","","","","","Validate Council Output -- @1.5 Testing : CrawleyBoroughCouncil",""
"broken","Wed Aug 24 02:25:46 GMT 2022","Wed Aug 24 02:25:46 GMT 2022","2","","","","","","Validate Council Output -- @1.6 Testing : EastDevonDC",""
