"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Aug 28 02:40:42 GMT 2022","Sun Aug 28 02:40:42 GMT 2022","2","","","","","","Validate Council Output -- @1.15 Testing : TorridgeDistrictCouncil",""
"passed","Sun Aug 28 02:40:32 GMT 2022","Sun Aug 28 02:40:34 GMT 2022","1585","","","","","","Validate Council Output -- @1.9 Testing : MidSussexDistrictCouncil",""
"passed","Sun Aug 28 02:40:45 GMT 2022","Sun Aug 28 02:40:49 GMT 2022","4341","","","","","","Validate Council Output -- @1.19 Testing : WindsorAndMaidenheadCouncil",""
"broken","Sun Aug 28 02:40:42 GMT 2022","Sun Aug 28 02:40:42 GMT 2022","3","","","","","","Validate Council Output -- @1.13 Testing : StHelensBC",""
"passed","Sun Aug 28 02:37:23 GMT 2022","Sun Aug 28 02:37:25 GMT 2022","1850","","","","","","Validate Council Output -- @1.4 Testing : CheshireEastCouncil",""
"broken","Sun Aug 28 02:37:25 GMT 2022","Sun Aug 28 02:37:25 GMT 2022","2","","","","","","Validate Council Output -- @1.7 Testing : HuntingdonDistrictCouncil",""
"broken","Sun Aug 28 02:37:22 GMT 2022","Sun Aug 28 02:37:23 GMT 2022","952","","","","","","Validate Council Output -- @1.3 Testing : CastlepointDistrictCouncil",""
"broken","Sun Aug 28 02:40:42 GMT 2022","Sun Aug 28 02:40:42 GMT 2022","2","","","","","","Validate Council Output -- @1.14 Testing : StockportBoroughCouncil",""
"broken","Sun Aug 28 02:40:45 GMT 2022","Sun Aug 28 02:40:45 GMT 2022","3","","","","","","Validate Council Output -- @1.18 Testing : WiganBoroughCouncil",""
"passed","Sun Aug 28 02:40:34 GMT 2022","Sun Aug 28 02:40:42 GMT 2022","8012","","","","","","Validate Council Output -- @1.12 Testing : SouthTynesideCouncil",""
"passed","Sun Aug 28 02:40:49 GMT 2022","Sun Aug 28 02:40:53 GMT 2022","3953","","","","","","Validate Council Output -- @1.20 Testing : YorkCouncil",""
"broken","Sun Aug 28 02:40:42 GMT 2022","Sun Aug 28 02:40:42 GMT 2022","2","","","","","","Validate Council Output -- @1.16 Testing : WakefieldCityCouncil",""
"broken","Sun Aug 28 02:40:34 GMT 2022","Sun Aug 28 02:40:34 GMT 2022","2","","","","","","Validate Council Output -- @1.10 Testing : NELincs",""
"broken","Sun Aug 28 02:37:25 GMT 2022","Sun Aug 28 02:37:25 GMT 2022","2","","","","","","Validate Council Output -- @1.5 Testing : CrawleyBoroughCouncil",""
"broken","Sun Aug 28 02:37:25 GMT 2022","Sun Aug 28 02:37:25 GMT 2022","3","","","","","","Validate Council Output -- @1.6 Testing : EastDevonDC",""
"passed","Sun Aug 28 02:37:16 GMT 2022","Sun Aug 28 02:37:18 GMT 2022","1455","","","","","","Validate Council Output -- @1.1 Testing : BlackburnCouncil",""
"passed","Sun Aug 28 02:37:18 GMT 2022","Sun Aug 28 02:37:22 GMT 2022","4638","","","","","","Validate Council Output -- @1.2 Testing : CardiffCouncil",""
"passed","Sun Aug 28 02:40:42 GMT 2022","Sun Aug 28 02:40:45 GMT 2022","2534","","","","","","Validate Council Output -- @1.17 Testing : WarwickDistrictCouncil",""
"broken","Sun Aug 28 02:40:34 GMT 2022","Sun Aug 28 02:40:34 GMT 2022","2","","","","","","Validate Council Output -- @1.11 Testing : NewcastleCityCouncil",""
"passed","Sun Aug 28 02:37:25 GMT 2022","Sun Aug 28 02:40:32 GMT 2022","187173","","","","","","Validate Council Output -- @1.8 Testing : LeedsCityCouncil",""
