"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Aug 14 02:25:05 GMT 2022","Sun Aug 14 02:25:05 GMT 2022","2","","","","","","Validate Council Output -- @1.16 Testing : WakefieldCityCouncil",""
"passed","Sun Aug 14 02:25:02 GMT 2022","Sun Aug 14 02:25:05 GMT 2022","3227","","","","","","Validate Council Output -- @1.12 Testing : SouthTynesideCouncil",""
"passed","Sun Aug 14 02:22:41 GMT 2022","Sun Aug 14 02:22:43 GMT 2022","2032","","","","","","Validate Council Output -- @1.4 Testing : CheshireEastCouncil",""
"broken","Sun Aug 14 02:25:05 GMT 2022","Sun Aug 14 02:25:05 GMT 2022","1","","","","","","Validate Council Output -- @1.15 Testing : TorridgeDistrictCouncil",""
"broken","Sun Aug 14 02:22:41 GMT 2022","Sun Aug 14 02:22:41 GMT 2022","657","","","","","","Validate Council Output -- @1.3 Testing : CastlepointDistrictCouncil",""
"passed","Sun Aug 14 02:25:08 GMT 2022","Sun Aug 14 02:25:12 GMT 2022","4270","","","","","","Validate Council Output -- @1.19 Testing : YorkCouncil",""
"broken","Sun Aug 14 02:22:43 GMT 2022","Sun Aug 14 02:22:43 GMT 2022","2","","","","","","Validate Council Output -- @1.6 Testing : EastDevonDC",""
"passed","Sun Aug 14 02:25:05 GMT 2022","Sun Aug 14 02:25:08 GMT 2022","2774","","","","","","Validate Council Output -- @1.17 Testing : WarwickDistrictCouncil",""
"broken","Sun Aug 14 02:25:02 GMT 2022","Sun Aug 14 02:25:02 GMT 2022","2","","","","","","Validate Council Output -- @1.10 Testing : NELincs",""
"passed","Sun Aug 14 02:22:37 GMT 2022","Sun Aug 14 02:22:41 GMT 2022","3431","","","","","","Validate Council Output -- @1.2 Testing : CardiffCouncil",""
"broken","Sun Aug 14 02:22:43 GMT 2022","Sun Aug 14 02:22:43 GMT 2022","2","","","","","","Validate Council Output -- @1.5 Testing : CrawleyBoroughCouncil",""
"passed","Sun Aug 14 02:25:00 GMT 2022","Sun Aug 14 02:25:02 GMT 2022","1353","","","","","","Validate Council Output -- @1.9 Testing : MidSussexDistrictCouncil",""
"broken","Sun Aug 14 02:22:43 GMT 2022","Sun Aug 14 02:22:43 GMT 2022","2","","","","","","Validate Council Output -- @1.7 Testing : HuntingdonDistrictCouncil",""
"broken","Sun Aug 14 02:25:05 GMT 2022","Sun Aug 14 02:25:05 GMT 2022","2","","","","","","Validate Council Output -- @1.14 Testing : StockportBoroughCouncil",""
"broken","Sun Aug 14 02:25:08 GMT 2022","Sun Aug 14 02:25:08 GMT 2022","2","","","","","","Validate Council Output -- @1.18 Testing : WiganBoroughCouncil",""
"broken","Sun Aug 14 02:25:05 GMT 2022","Sun Aug 14 02:25:05 GMT 2022","2","","","","","","Validate Council Output -- @1.13 Testing : StHelensBC",""
"passed","Sun Aug 14 02:22:43 GMT 2022","Sun Aug 14 02:25:00 GMT 2022","136916","","","","","","Validate Council Output -- @1.8 Testing : LeedsCityCouncil",""
"broken","Sun Aug 14 02:25:02 GMT 2022","Sun Aug 14 02:25:02 GMT 2022","2","","","","","","Validate Council Output -- @1.11 Testing : NewcastleCityCouncil",""
"passed","Sun Aug 14 02:22:35 GMT 2022","Sun Aug 14 02:22:37 GMT 2022","2287","","","","","","Validate Council Output -- @1.1 Testing : BlackburnCouncil",""
