"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 29 06:17:59 GMT 2022","Thu Sep 29 06:18:03 GMT 2022","4113","","","","","","Validate Council Output -- @1.10 Testing : ManchesterCityCouncil",""
"passed","Thu Sep 29 06:18:06 GMT 2022","Thu Sep 29 06:18:08 GMT 2022","1657","","","","","","Validate Council Output -- @1.19 Testing : WarwickDistrictCouncil",""
"passed","Thu Sep 29 06:15:35 GMT 2022","Thu Sep 29 06:15:45 GMT 2022","9602","","","","","","Validate Council Output -- @1.2 Testing : BristolCityCouncil",""
"broken","Thu Sep 29 06:18:06 GMT 2022","Thu Sep 29 06:18:06 GMT 2022","2","","","","","","Validate Council Output -- @1.18 Testing : WakefieldCityCouncil",""
"broken","Thu Sep 29 06:15:51 GMT 2022","Thu Sep 29 06:15:51 GMT 2022","2","","","","","","Validate Council Output -- @1.7 Testing : EastDevonDC",""
"passed","Thu Sep 29 06:15:49 GMT 2022","Thu Sep 29 06:15:51 GMT 2022","1857","","","","","","Validate Council Output -- @1.5 Testing : CheshireEastCouncil",""
"broken","Thu Sep 29 06:18:05 GMT 2022","Thu Sep 29 06:18:05 GMT 2022","2","","","","","","Validate Council Output -- @1.12 Testing : NELincs",""
"broken","Thu Sep 29 06:18:06 GMT 2022","Thu Sep 29 06:18:06 GMT 2022","2","","","","","","Validate Council Output -- @1.17 Testing : TorridgeDistrictCouncil",""
"passed","Thu Sep 29 06:18:13 GMT 2022","Thu Sep 29 06:18:16 GMT 2022","3256","","","","","","Validate Council Output -- @1.22 Testing : WindsorAndMaidenheadCouncil",""
"passed","Thu Sep 29 06:15:45 GMT 2022","Thu Sep 29 06:15:48 GMT 2022","3175","","","","","","Validate Council Output -- @1.3 Testing : CardiffCouncil",""
"broken","Thu Sep 29 06:15:51 GMT 2022","Thu Sep 29 06:15:51 GMT 2022","1","","","","","","Validate Council Output -- @1.6 Testing : CrawleyBoroughCouncil",""
"passed","Thu Sep 29 06:15:51 GMT 2022","Thu Sep 29 06:17:59 GMT 2022","128602","","","","","","Validate Council Output -- @1.9 Testing : LeedsCityCouncil",""
"passed","Thu Sep 29 06:18:03 GMT 2022","Thu Sep 29 06:18:05 GMT 2022","1256","","","","","","Validate Council Output -- @1.11 Testing : MidSussexDistrictCouncil",""
"broken","Thu Sep 29 06:18:05 GMT 2022","Thu Sep 29 06:18:06 GMT 2022","1588","","","","","","Validate Council Output -- @1.14 Testing : SouthTynesideCouncil",""
"broken","Thu Sep 29 06:18:06 GMT 2022","Thu Sep 29 06:18:06 GMT 2022","2","","","","","","Validate Council Output -- @1.15 Testing : StHelensBC",""
"broken","Thu Sep 29 06:18:13 GMT 2022","Thu Sep 29 06:18:13 GMT 2022","1","","","","","","Validate Council Output -- @1.21 Testing : WiganBoroughCouncil",""
"broken","Thu Sep 29 06:15:51 GMT 2022","Thu Sep 29 06:15:51 GMT 2022","1","","","","","","Validate Council Output -- @1.8 Testing : HuntingdonDistrictCouncil",""
"broken","Thu Sep 29 06:18:05 GMT 2022","Thu Sep 29 06:18:05 GMT 2022","2","","","","","","Validate Council Output -- @1.13 Testing : NewcastleCityCouncil",""
"passed","Thu Sep 29 06:15:34 GMT 2022","Thu Sep 29 06:15:35 GMT 2022","1048","","","","","","Validate Council Output -- @1.1 Testing : BlackburnCouncil",""
"passed","Thu Sep 29 06:18:08 GMT 2022","Thu Sep 29 06:18:13 GMT 2022","4820","","","","","","Validate Council Output -- @1.20 Testing : WaverleyBoroughCouncil",""
"broken","Thu Sep 29 06:15:48 GMT 2022","Thu Sep 29 06:15:49 GMT 2022","699","","","","","","Validate Council Output -- @1.4 Testing : CastlepointDistrictCouncil",""
"broken","Thu Sep 29 06:18:06 GMT 2022","Thu Sep 29 06:18:06 GMT 2022","2","","","","","","Validate Council Output -- @1.16 Testing : StockportBoroughCouncil",""
"passed","Thu Sep 29 06:18:16 GMT 2022","Thu Sep 29 06:18:17 GMT 2022","863","","","","","","Validate Council Output -- @1.23 Testing : YorkCouncil",""
