"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Feb 12 20:38:19 GMT 2023","Sun Feb 12 20:38:19 GMT 2023","1","","","","","","Validate Council Output -- @1.21 Testing : NELincs",""
"broken","Sun Feb 12 20:35:32 GMT 2023","Sun Feb 12 20:35:32 GMT 2023","311","","","","","","Validate Council Output -- @1.3 Testing : BlackburnCouncil",""
"broken","Sun Feb 12 20:38:19 GMT 2023","Sun Feb 12 20:38:19 GMT 2023","2","","","","","","Validate Council Output -- @1.24 Testing : NorthLanarkshireCouncil",""
"passed","Sun Feb 12 20:38:47 GMT 2023","Sun Feb 12 20:38:50 GMT 2023","2661","","","","","","Validate Council Output -- @1.39 Testing : WiganBoroughCouncil",""
"passed","Sun Feb 12 20:35:45 GMT 2023","Sun Feb 12 20:35:50 GMT 2023","4775","","","","","","Validate Council Output -- @1.10 Testing : CroydonCouncil",""
"passed","Sun Feb 12 20:38:19 GMT 2023","Sun Feb 12 20:38:21 GMT 2023","2109","","","","","","Validate Council Output -- @1.25 Testing : NorthSomersetCouncil",""
"passed","Sun Feb 12 20:38:32 GMT 2023","Sun Feb 12 20:38:34 GMT 2023","2739","","","","","","Validate Council Output -- @1.33 Testing : TonbridgeAndMallingBC",""
"passed","Sun Feb 12 20:38:43 GMT 2023","Sun Feb 12 20:38:47 GMT 2023","4134","","","","","","Validate Council Output -- @1.38 Testing : WealdenDistrictCouncil",""
"broken","Sun Feb 12 20:35:43 GMT 2023","Sun Feb 12 20:35:43 GMT 2023","477","","","","","","Validate Council Output -- @1.7 Testing : CastlepointDistrictCouncil",""
"passed","Sun Feb 12 20:36:07 GMT 2023","Sun Feb 12 20:38:14 GMT 2023","126603","","","","","","Validate Council Output -- @1.18 Testing : LeedsCityCouncil",""
"passed","Sun Feb 12 20:38:37 GMT 2023","Sun Feb 12 20:38:38 GMT 2023","1430","","","","","","Validate Council Output -- @1.36 Testing : WarwickDistrictCouncil",""
"passed","Sun Feb 12 20:35:43 GMT 2023","Sun Feb 12 20:35:45 GMT 2023","2257","","","","","","Validate Council Output -- @1.8 Testing : CheshireEastCouncil",""
"broken","Sun Feb 12 20:38:31 GMT 2023","Sun Feb 12 20:38:31 GMT 2023","2","","","","","","Validate Council Output -- @1.30 Testing : StHelensBC",""
"passed","Sun Feb 12 20:38:25 GMT 2023","Sun Feb 12 20:38:29 GMT 2023","4165","","","","","","Validate Council Output -- @1.28 Testing : SouthOxfordshireCouncil",""
"passed","Sun Feb 12 20:35:50 GMT 2023","Sun Feb 12 20:35:53 GMT 2023","2878","","","","","","Validate Council Output -- @1.11 Testing : DoncasterCouncil",""
"broken","Sun Feb 12 20:35:32 GMT 2023","Sun Feb 12 20:35:32 GMT 2023","2","","","","","","Validate Council Output -- @1.4 Testing : BoltonCouncil",""
"passed","Sun Feb 12 20:35:53 GMT 2023","Sun Feb 12 20:35:57 GMT 2023","4086","","","","","","Validate Council Output -- @1.12 Testing : DurhamCouncil",""
"broken","Sun Feb 12 20:38:19 GMT 2023","Sun Feb 12 20:38:19 GMT 2023","1","","","","","","Validate Council Output -- @1.23 Testing : NewcastleCityCouncil",""
"broken","Sun Feb 12 20:36:07 GMT 2023","Sun Feb 12 20:36:07 GMT 2023","3","","","","","","Validate Council Output -- @1.16 Testing : GlasgowCityCouncil",""
"passed","Sun Feb 12 20:38:34 GMT 2023","Sun Feb 12 20:38:37 GMT 2023","2212","","","","","","Validate Council Output -- @1.35 Testing : ValeofGlamorganCouncil",""
"passed","Sun Feb 12 20:38:17 GMT 2023","Sun Feb 12 20:38:19 GMT 2023","1629","","","","","","Validate Council Output -- @1.20 Testing : MidSussexDistrictCouncil",""
"broken","Sun Feb 12 20:38:19 GMT 2023","Sun Feb 12 20:38:19 GMT 2023","2","","","","","","Validate Council Output -- @1.22 Testing : NewarkAndSherwoodDC",""
"broken","Sun Feb 12 20:35:57 GMT 2023","Sun Feb 12 20:35:59 GMT 2023","1673","","","","","","Validate Council Output -- @1.14 Testing : EastRidingCouncil",""
"passed","Sun Feb 12 20:35:59 GMT 2023","Sun Feb 12 20:36:07 GMT 2023","8323","","","","","","Validate Council Output -- @1.15 Testing : FenlandDistrictCouncil",""
"passed","Sun Feb 12 20:35:28 GMT 2023","Sun Feb 12 20:35:30 GMT 2023","2174","","","","","","Validate Council Output -- @1.1 Testing : BCPCouncil",""
"passed","Sun Feb 12 20:38:23 GMT 2023","Sun Feb 12 20:38:25 GMT 2023","1777","","","","","","Validate Council Output -- @1.27 Testing : SouthAyrshireCouncil",""
"passed","Sun Feb 12 20:38:53 GMT 2023","Sun Feb 12 20:38:54 GMT 2023","797","","","","","","Validate Council Output -- @1.41 Testing : YorkCouncil",""
"broken","Sun Feb 12 20:38:31 GMT 2023","Sun Feb 12 20:38:31 GMT 2023","2","","","","","","Validate Council Output -- @1.31 Testing : StockportBoroughCouncil",""
"passed","Sun Feb 12 20:38:21 GMT 2023","Sun Feb 12 20:38:23 GMT 2023","2146","","","","","","Validate Council Output -- @1.26 Testing : NorthTynesideCouncil",""
"passed","Sun Feb 12 20:38:14 GMT 2023","Sun Feb 12 20:38:17 GMT 2023","3749","","","","","","Validate Council Output -- @1.19 Testing : ManchesterCityCouncil",""
"broken","Sun Feb 12 20:36:07 GMT 2023","Sun Feb 12 20:36:07 GMT 2023","2","","","","","","Validate Council Output -- @1.17 Testing : HuntingdonDistrictCouncil",""
"passed","Sun Feb 12 20:35:38 GMT 2023","Sun Feb 12 20:35:43 GMT 2023","4230","","","","","","Validate Council Output -- @1.6 Testing : CardiffCouncil",""
"broken","Sun Feb 12 20:35:45 GMT 2023","Sun Feb 12 20:35:45 GMT 2023","2","","","","","","Validate Council Output -- @1.9 Testing : CrawleyBoroughCouncil",""
"passed","Sun Feb 12 20:38:38 GMT 2023","Sun Feb 12 20:38:43 GMT 2023","4837","","","","","","Validate Council Output -- @1.37 Testing : WaverleyBoroughCouncil",""
"passed","Sun Feb 12 20:38:50 GMT 2023","Sun Feb 12 20:38:53 GMT 2023","3128","","","","","","Validate Council Output -- @1.40 Testing : WindsorAndMaidenheadCouncil",""
"broken","Sun Feb 12 20:38:29 GMT 2023","Sun Feb 12 20:38:31 GMT 2023","1715","","","","","","Validate Council Output -- @1.29 Testing : SouthTynesideCouncil",""
"broken","Sun Feb 12 20:35:57 GMT 2023","Sun Feb 12 20:35:57 GMT 2023","2","","","","","","Validate Council Output -- @1.13 Testing : EastDevonDC",""
"passed","Sun Feb 12 20:35:32 GMT 2023","Sun Feb 12 20:35:38 GMT 2023","6494","","","","","","Validate Council Output -- @1.5 Testing : BristolCityCouncil",""
"broken","Sun Feb 12 20:38:34 GMT 2023","Sun Feb 12 20:38:34 GMT 2023","2","","","","","","Validate Council Output -- @1.34 Testing : TorridgeDistrictCouncil",""
"broken","Sun Feb 12 20:35:30 GMT 2023","Sun Feb 12 20:35:32 GMT 2023","1096","","","","","","Validate Council Output -- @1.2 Testing : BexleyCouncil",""
