"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Nov 29 01:50:18 GMT 2022","Tue Nov 29 01:50:18 GMT 2022","2","","","","","","Validate Council Output -- @1.26 Testing : WakefieldCityCouncil",""
"passed","Tue Nov 29 01:46:47 GMT 2022","Tue Nov 29 01:46:53 GMT 2022","5719","","","","","","Validate Council Output -- @1.5 Testing : BristolCityCouncil",""
"broken","Tue Nov 29 01:46:47 GMT 2022","Tue Nov 29 01:46:47 GMT 2022","2","","","","","","Validate Council Output -- @1.4 Testing : BoltonCouncil",""
"passed","Tue Nov 29 01:46:44 GMT 2022","Tue Nov 29 01:46:46 GMT 2022","2095","","","","","","Validate Council Output -- @1.2 Testing : BexleyCouncil",""
"passed","Tue Nov 29 01:50:18 GMT 2022","Tue Nov 29 01:50:20 GMT 2022","2393","","","","","","Validate Council Output -- @1.27 Testing : WarwickDistrictCouncil",""
"broken","Tue Nov 29 01:50:18 GMT 2022","Tue Nov 29 01:50:18 GMT 2022","2","","","","","","Validate Council Output -- @1.25 Testing : TorridgeDistrictCouncil",""
"passed","Tue Nov 29 01:50:33 GMT 2022","Tue Nov 29 01:50:37 GMT 2022","3273","","","","","","Validate Council Output -- @1.30 Testing : WiganBoroughCouncil",""
"broken","Tue Nov 29 01:47:07 GMT 2022","Tue Nov 29 01:47:07 GMT 2022","3","","","","","","Validate Council Output -- @1.11 Testing : EastDevonDC",""
"passed","Tue Nov 29 01:50:20 GMT 2022","Tue Nov 29 01:50:25 GMT 2022","5184","","","","","","Validate Council Output -- @1.28 Testing : WaverleyBoroughCouncil",""
"passed","Tue Nov 29 01:46:53 GMT 2022","Tue Nov 29 01:47:00 GMT 2022","7316","","","","","","Validate Council Output -- @1.6 Testing : CardiffCouncil",""
"passed","Tue Nov 29 01:50:09 GMT 2022","Tue Nov 29 01:50:15 GMT 2022","6120","","","","","","Validate Council Output -- @1.21 Testing : SouthOxfordshireCouncil",""
"passed","Tue Nov 29 01:46:42 GMT 2022","Tue Nov 29 01:46:44 GMT 2022","1886","","","","","","Validate Council Output -- @1.1 Testing : BCPCouncil",""
"broken","Tue Nov 29 01:47:10 GMT 2022","Tue Nov 29 01:47:10 GMT 2022","3","","","","","","Validate Council Output -- @1.13 Testing : HuntingdonDistrictCouncil",""
"passed","Tue Nov 29 01:50:40 GMT 2022","Tue Nov 29 01:50:45 GMT 2022","4639","","","","","","Validate Council Output -- @1.32 Testing : YorkCouncil",""
