"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 30 05:49:25 GMT 2022","Wed Nov 30 05:49:30 GMT 2022","5180","","","","","","Validate Council Output -- @1.5 Testing : BristolCityCouncil",""
"passed","Wed Nov 30 05:49:20 GMT 2022","Wed Nov 30 05:49:24 GMT 2022","4643","","","","","","Validate Council Output -- @1.2 Testing : BexleyCouncil",""
"broken","Wed Nov 30 05:51:52 GMT 2022","Wed Nov 30 05:51:54 GMT 2022","1882","","","","","","Validate Council Output -- @1.22 Testing : SouthTynesideCouncil",""
"broken","Wed Nov 30 05:51:54 GMT 2022","Wed Nov 30 05:51:54 GMT 2022","2","","","","","","Validate Council Output -- @1.24 Testing : StockportBoroughCouncil",""
"passed","Wed Nov 30 05:52:12 GMT 2022","Wed Nov 30 05:52:17 GMT 2022","4488","","","","","","Validate Council Output -- @1.32 Testing : YorkCouncil",""
"broken","Wed Nov 30 05:49:24 GMT 2022","Wed Nov 30 05:49:25 GMT 2022","350","","","","","","Validate Council Output -- @1.3 Testing : BlackburnCouncil",""
"broken","Wed Nov 30 05:49:33 GMT 2022","Wed Nov 30 05:49:33 GMT 2022","540","","","","","","Validate Council Output -- @1.7 Testing : CastlepointDistrictCouncil",""
"passed","Wed Nov 30 05:51:45 GMT 2022","Wed Nov 30 05:51:46 GMT 2022","1258","","","","","","Validate Council Output -- @1.16 Testing : MidSussexDistrictCouncil",""
"passed","Wed Nov 30 05:49:33 GMT 2022","Wed Nov 30 05:49:36 GMT 2022","2148","","","","","","Validate Council Output -- @1.8 Testing : CheshireEastCouncil",""
"broken","Wed Nov 30 05:49:38 GMT 2022","Wed Nov 30 05:49:38 GMT 2022","3","","","","","","Validate Council Output -- @1.11 Testing : EastDevonDC",""
"broken","Wed Nov 30 05:51:54 GMT 2022","Wed Nov 30 05:51:54 GMT 2022","2","","","","","","Validate Council Output -- @1.26 Testing : WakefieldCityCouncil",""
