"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Nov 07 12:26:19 GMT 2022","Mon Nov 07 12:26:19 GMT 2022","1","","","","","","Validate Council Output -- @1.20 Testing : TorridgeDistrictCouncil",""
"broken","Mon Nov 07 12:23:58 GMT 2022","Mon Nov 07 12:23:58 GMT 2022","2","","","","","","Validate Council Output -- @1.7 Testing : CrawleyBoroughCouncil",""
"broken","Mon Nov 07 12:26:17 GMT 2022","Mon Nov 07 12:26:19 GMT 2022","1643","","","","","","Validate Council Output -- @1.17 Testing : SouthTynesideCouncil",""
"passed","Mon Nov 07 12:24:05 GMT 2022","Mon Nov 07 12:26:12 GMT 2022","126260","","","","","","Validate Council Output -- @1.12 Testing : LeedsCityCouncil",""
"passed","Mon Nov 07 12:26:28 GMT 2022","Mon Nov 07 12:26:31 GMT 2022","3379","","","","","","Validate Council Output -- @1.25 Testing : WindsorAndMaidenheadCouncil",""
"passed","Mon Nov 07 12:23:55 GMT 2022","Mon Nov 07 12:23:58 GMT 2022","3700","","","","","","Validate Council Output -- @1.6 Testing : CheshireEastCouncil",""
"broken","Mon Nov 07 12:26:19 GMT 2022","Mon Nov 07 12:26:19 GMT 2022","2","","","","","","Validate Council Output -- @1.21 Testing : WakefieldCityCouncil",""
"broken","Mon Nov 07 12:26:17 GMT 2022","Mon Nov 07 12:26:17 GMT 2022","1","","","","","","Validate Council Output -- @1.15 Testing : NELincs",""
"passed","Mon Nov 07 12:23:58 GMT 2022","Mon Nov 07 12:24:01 GMT 2022","2619","","","","","","Validate Council Output -- @1.8 Testing : DoncasterCouncil",""
"passed","Mon Nov 07 12:26:16 GMT 2022","Mon Nov 07 12:26:17 GMT 2022","1153","","","","","","Validate Council Output -- @1.14 Testing : MidSussexDistrictCouncil",""
"passed","Mon Nov 07 12:26:26 GMT 2022","Mon Nov 07 12:26:28 GMT 2022","2402","","","","","","Validate Council Output -- @1.24 Testing : WiganBoroughCouncil",""
"passed","Mon Nov 07 12:26:19 GMT 2022","Mon Nov 07 12:26:21 GMT 2022","2342","","","","","","Validate Council Output -- @1.22 Testing : WarwickDistrictCouncil",""
"broken","Mon Nov 07 12:24:01 GMT 2022","Mon Nov 07 12:24:01 GMT 2022","2","","","","","","Validate Council Output -- @1.9 Testing : EastDevonDC",""
"broken","Mon Nov 07 12:23:54 GMT 2022","Mon Nov 07 12:23:55 GMT 2022","562","","","","","","Validate Council Output -- @1.5 Testing : CastlepointDistrictCouncil",""
"broken","Mon Nov 07 12:24:05 GMT 2022","Mon Nov 07 12:24:05 GMT 2022","2","","","","","","Validate Council Output -- @1.11 Testing : HuntingdonDistrictCouncil",""
"passed","Mon Nov 07 12:23:43 GMT 2022","Mon Nov 07 12:23:44 GMT 2022","1073","","","","","","Validate Council Output -- @1.1 Testing : BlackburnCouncil",""
"broken","Mon Nov 07 12:26:19 GMT 2022","Mon Nov 07 12:26:19 GMT 2022","2","","","","","","Validate Council Output -- @1.18 Testing : StHelensBC",""
"passed","Mon Nov 07 12:23:50 GMT 2022","Mon Nov 07 12:23:54 GMT 2022","4230","","","","","","Validate Council Output -- @1.4 Testing : CardiffCouncil",""
"broken","Mon Nov 07 12:26:31 GMT 2022","Mon Nov 07 12:27:32 GMT 2022","60760","","","","","","Validate Council Output -- @1.26 Testing : YorkCouncil",""
"passed","Mon Nov 07 12:24:01 GMT 2022","Mon Nov 07 12:24:05 GMT 2022","4377","","","","","","Validate Council Output -- @1.10 Testing : FenlandDistrictCouncil",""
"passed","Mon Nov 07 12:23:44 GMT 2022","Mon Nov 07 12:23:50 GMT 2022","5500","","","","","","Validate Council Output -- @1.3 Testing : BristolCityCouncil",""
"broken","Mon Nov 07 12:26:19 GMT 2022","Mon Nov 07 12:26:19 GMT 2022","2","","","","","","Validate Council Output -- @1.19 Testing : StockportBoroughCouncil",""
"broken","Mon Nov 07 12:26:17 GMT 2022","Mon Nov 07 12:26:17 GMT 2022","2","","","","","","Validate Council Output -- @1.16 Testing : NewcastleCityCouncil",""
"broken","Mon Nov 07 12:23:44 GMT 2022","Mon Nov 07 12:23:44 GMT 2022","2","","","","","","Validate Council Output -- @1.2 Testing : BoltonCouncil",""
"passed","Mon Nov 07 12:26:21 GMT 2022","Mon Nov 07 12:26:26 GMT 2022","4818","","","","","","Validate Council Output -- @1.23 Testing : WaverleyBoroughCouncil",""
"passed","Mon Nov 07 12:26:12 GMT 2022","Mon Nov 07 12:26:16 GMT 2022","4155","","","","","","Validate Council Output -- @1.13 Testing : ManchesterCityCouncil",""
