"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Feb 10 06:41:36 GMT 2023","Fri Feb 10 06:41:41 GMT 2023","4778","","","","","","Validate Council Output -- @1.38 Testing : YorkCouncil",""
"passed","Fri Feb 10 06:37:44 GMT 2023","Fri Feb 10 06:40:42 GMT 2023","178120","","","","","","Validate Council Output -- @1.16 Testing : LeedsCityCouncil",""
"broken","Fri Feb 10 06:37:22 GMT 2023","Fri Feb 10 06:37:23 GMT 2023","648","","","","","","Validate Council Output -- @1.7 Testing : CastlepointDistrictCouncil",""
"passed","Fri Feb 10 06:41:16 GMT 2023","Fri Feb 10 06:41:24 GMT 2023","8164","","","","","","Validate Council Output -- @1.34 Testing : WaverleyBoroughCouncil",""
"passed","Fri Feb 10 06:41:14 GMT 2023","Fri Feb 10 06:41:16 GMT 2023","2206","","","","","","Validate Council Output -- @1.33 Testing : WarwickDistrictCouncil",""
"passed","Fri Feb 10 06:36:56 GMT 2023","Fri Feb 10 06:37:18 GMT 2023","22290","","","","","","Validate Council Output -- @1.5 Testing : BristolCityCouncil",""
"broken","Fri Feb 10 06:37:44 GMT 2023","Fri Feb 10 06:37:44 GMT 2023","2","","","","","","Validate Council Output -- @1.14 Testing : GlasgowCityCouncil",""
"broken","Fri Feb 10 06:41:04 GMT 2023","Fri Feb 10 06:41:07 GMT 2023","2294","","","","","","Validate Council Output -- @1.27 Testing : SouthTynesideCouncil",""
"broken","Fri Feb 10 06:40:47 GMT 2023","Fri Feb 10 06:40:47 GMT 2023","1","","","","","","Validate Council Output -- @1.20 Testing : NewarkAndSherwoodDC",""
"passed","Fri Feb 10 06:36:52 GMT 2023","Fri Feb 10 06:36:54 GMT 2023","2045","","","","","","Validate Council Output -- @1.1 Testing : BCPCouncil",""
"passed","Fri Feb 10 06:40:47 GMT 2023","Fri Feb 10 06:40:50 GMT 2023","2720","","","","","","Validate Council Output -- @1.23 Testing : NorthSomersetCouncil",""
"passed","Fri Feb 10 06:37:29 GMT 2023","Fri Feb 10 06:37:35 GMT 2023","5694","","","","","","Validate Council Output -- @1.11 Testing : DurhamCouncil",""
"passed","Fri Feb 10 06:40:59 GMT 2023","Fri Feb 10 06:41:04 GMT 2023","5475","","","","","","Validate Council Output -- @1.26 Testing : SouthOxfordshireCouncil",""
"broken","Fri Feb 10 06:40:47 GMT 2023","Fri Feb 10 06:40:47 GMT 2023","1","","","","","","Validate Council Output -- @1.19 Testing : NELincs",""
"broken","Fri Feb 10 06:41:07 GMT 2023","Fri Feb 10 06:41:07 GMT 2023","2","","","","","","Validate Council Output -- @1.28 Testing : StHelensBC",""
"passed","Fri Feb 10 06:37:23 GMT 2023","Fri Feb 10 06:37:26 GMT 2023","2468","","","","","","Validate Council Output -- @1.8 Testing : CheshireEastCouncil",""
"passed","Fri Feb 10 06:41:29 GMT 2023","Fri Feb 10 06:41:32 GMT 2023","3658","","","","","","Validate Council Output -- @1.36 Testing : WiganBoroughCouncil",""
"passed","Fri Feb 10 06:41:07 GMT 2023","Fri Feb 10 06:41:10 GMT 2023","3301","","","","","","Validate Council Output -- @1.30 Testing : TonbridgeAndMallingBC",""
"passed","Fri Feb 10 06:37:35 GMT 2023","Fri Feb 10 06:37:44 GMT 2023","9418","","","","","","Validate Council Output -- @1.13 Testing : FenlandDistrictCouncil",""
"broken","Fri Feb 10 06:41:10 GMT 2023","Fri Feb 10 06:41:10 GMT 2023","2","","","","","","Validate Council Output -- @1.31 Testing : TorridgeDistrictCouncil",""
"broken","Fri Feb 10 06:37:44 GMT 2023","Fri Feb 10 06:37:44 GMT 2023","2","","","","","","Validate Council Output -- @1.15 Testing : HuntingdonDistrictCouncil",""
"broken","Fri Feb 10 06:37:35 GMT 2023","Fri Feb 10 06:37:35 GMT 2023","2","","","","","","Validate Council Output -- @1.12 Testing : EastDevonDC",""
"passed","Fri Feb 10 06:41:32 GMT 2023","Fri Feb 10 06:41:36 GMT 2023","4023","","","","","","Validate Council Output -- @1.37 Testing : WindsorAndMaidenheadCouncil",""
"broken","Fri Feb 10 06:41:07 GMT 2023","Fri Feb 10 06:41:07 GMT 2023","2","","","","","","Validate Council Output -- @1.29 Testing : StockportBoroughCouncil",""
"broken","Fri Feb 10 06:36:56 GMT 2023","Fri Feb 10 06:36:56 GMT 2023","2","","","","","","Validate Council Output -- @1.4 Testing : BoltonCouncil",""
"passed","Fri Feb 10 06:40:50 GMT 2023","Fri Feb 10 06:40:56 GMT 2023","6030","","","","","","Validate Council Output -- @1.24 Testing : NorthTynesideCouncil",""
"passed","Fri Feb 10 06:37:18 GMT 2023","Fri Feb 10 06:37:22 GMT 2023","4617","","","","","","Validate Council Output -- @1.6 Testing : CardiffCouncil",""
"passed","Fri Feb 10 06:40:42 GMT 2023","Fri Feb 10 06:40:46 GMT 2023","3458","","","","","","Validate Council Output -- @1.17 Testing : ManchesterCityCouncil",""
"passed","Fri Feb 10 06:41:10 GMT 2023","Fri Feb 10 06:41:14 GMT 2023","3592","","","","","","Validate Council Output -- @1.32 Testing : ValeofGlamorganCouncil",""
"broken","Fri Feb 10 06:37:26 GMT 2023","Fri Feb 10 06:37:26 GMT 2023","2","","","","","","Validate Council Output -- @1.9 Testing : CrawleyBoroughCouncil",""
"broken","Fri Feb 10 06:40:47 GMT 2023","Fri Feb 10 06:40:47 GMT 2023","1","","","","","","Validate Council Output -- @1.22 Testing : NorthLanarkshireCouncil",""
"passed","Fri Feb 10 06:37:26 GMT 2023","Fri Feb 10 06:37:29 GMT 2023","3197","","","","","","Validate Council Output -- @1.10 Testing : DoncasterCouncil",""
"passed","Fri Feb 10 06:40:56 GMT 2023","Fri Feb 10 06:40:59 GMT 2023","2800","","","","","","Validate Council Output -- @1.25 Testing : SouthAyrshireCouncil",""
"broken","Fri Feb 10 06:36:55 GMT 2023","Fri Feb 10 06:36:56 GMT 2023","462","","","","","","Validate Council Output -- @1.3 Testing : BlackburnCouncil",""
"broken","Fri Feb 10 06:36:54 GMT 2023","Fri Feb 10 06:36:55 GMT 2023","1346","","","","","","Validate Council Output -- @1.2 Testing : BexleyCouncil",""
"passed","Fri Feb 10 06:41:24 GMT 2023","Fri Feb 10 06:41:29 GMT 2023","4664","","","","","","Validate Council Output -- @1.35 Testing : WealdenDistrictCouncil",""
"passed","Fri Feb 10 06:40:46 GMT 2023","Fri Feb 10 06:40:47 GMT 2023","1764","","","","","","Validate Council Output -- @1.18 Testing : MidSussexDistrictCouncil",""
"broken","Fri Feb 10 06:40:47 GMT 2023","Fri Feb 10 06:40:47 GMT 2023","2","","","","","","Validate Council Output -- @1.21 Testing : NewcastleCityCouncil",""
