"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Nov 18 02:07:45 GMT 2022","Fri Nov 18 02:07:45 GMT 2022","2","","","","","","Validate Council Output -- @1.23 Testing : StHelensBC",""
"broken","Fri Nov 18 02:03:33 GMT 2022","Fri Nov 18 02:03:33 GMT 2022","2","","","","","","Validate Council Output -- @1.9 Testing : CrawleyBoroughCouncil",""
"broken","Fri Nov 18 02:07:33 GMT 2022","Fri Nov 18 02:07:33 GMT 2022","2","","","","","","Validate Council Output -- @1.17 Testing : NELincs",""
"passed","Fri Nov 18 02:03:15 GMT 2022","Fri Nov 18 02:03:17 GMT 2022","1774","","","","","","Validate Council Output -- @1.2 Testing : BexleyCouncil",""
"broken","Fri Nov 18 02:03:41 GMT 2022","Fri Nov 18 02:03:41 GMT 2022","3","","","","","","Validate Council Output -- @1.13 Testing : HuntingdonDistrictCouncil",""
"broken","Fri Nov 18 02:03:33 GMT 2022","Fri Nov 18 02:03:38 GMT 2022","4578","","","","","","Validate Council Output -- @1.10 Testing : DoncasterCouncil",""
"passed","Fri Nov 18 02:03:17 GMT 2022","Fri Nov 18 02:03:19 GMT 2022","1628","","","","","","Validate Council Output -- @1.3 Testing : BlackburnCouncil",""
"passed","Fri Nov 18 02:03:31 GMT 2022","Fri Nov 18 02:03:33 GMT 2022","2376","","","","","","Validate Council Output -- @1.8 Testing : CheshireEastCouncil",""
"broken","Fri Nov 18 02:03:19 GMT 2022","Fri Nov 18 02:03:19 GMT 2022","3","","","","","","Validate Council Output -- @1.4 Testing : BoltonCouncil",""
"passed","Fri Nov 18 02:07:48 GMT 2022","Fri Nov 18 02:07:53 GMT 2022","5552","","","","","","Validate Council Output -- @1.28 Testing : WaverleyBoroughCouncil",""
"passed","Fri Nov 18 02:03:38 GMT 2022","Fri Nov 18 02:03:41 GMT 2022","3507","","","","","","Validate Council Output -- @1.12 Testing : FenlandDistrictCouncil",""
"passed","Fri Nov 18 02:07:30 GMT 2022","Fri Nov 18 02:07:33 GMT 2022","3010","","","","","","Validate Council Output -- @1.16 Testing : MidSussexDistrictCouncil",""
"broken","Fri Nov 18 02:03:30 GMT 2022","Fri Nov 18 02:03:31 GMT 2022","850","","","","","","Validate Council Output -- @1.7 Testing : CastlepointDistrictCouncil",""
"passed","Fri Nov 18 02:07:59 GMT 2022","Fri Nov 18 02:08:03 GMT 2022","3952","","","","","","Validate Council Output -- @1.30 Testing : WiganBoroughCouncil",""
"passed","Fri Nov 18 02:08:07 GMT 2022","Fri Nov 18 02:08:09 GMT 2022","2319","","","","","","Validate Council Output -- @1.32 Testing : YorkCouncil",""
"passed","Fri Nov 18 02:03:13 GMT 2022","Fri Nov 18 02:03:15 GMT 2022","2098","","","","","","Validate Council Output -- @1.1 Testing : BCPCouncil",""
"broken","Fri Nov 18 02:07:45 GMT 2022","Fri Nov 18 02:07:45 GMT 2022","3","","","","","","Validate Council Output -- @1.24 Testing : StockportBoroughCouncil",""
"passed","Fri Nov 18 02:03:19 GMT 2022","Fri Nov 18 02:03:25 GMT 2022","6026","","","","","","Validate Council Output -- @1.5 Testing : BristolCityCouncil",""
"passed","Fri Nov 18 02:07:36 GMT 2022","Fri Nov 18 02:07:43 GMT 2022","6565","","","","","","Validate Council Output -- @1.21 Testing : SouthOxfordshireCouncil",""
"passed","Fri Nov 18 02:08:03 GMT 2022","Fri Nov 18 02:08:07 GMT 2022","3565","","","","","","Validate Council Output -- @1.31 Testing : WindsorAndMaidenheadCouncil",""
"broken","Fri Nov 18 02:07:45 GMT 2022","Fri Nov 18 02:07:45 GMT 2022","4","","","","","","Validate Council Output -- @1.25 Testing : TorridgeDistrictCouncil",""
