"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Oct 15 02:44:04 GMT 2022","Sat Oct 15 02:44:04 GMT 2022","2","","","","","","Validate Council Output -- @1.16 Testing : StockportBoroughCouncil",""
"broken","Sat Oct 15 02:44:12 GMT 2022","Sat Oct 15 02:44:12 GMT 2022","1","","","","","","Validate Council Output -- @1.21 Testing : WiganBoroughCouncil",""
"passed","Sat Oct 15 02:41:35 GMT 2022","Sat Oct 15 02:41:36 GMT 2022","1035","","","","","","Validate Council Output -- @1.1 Testing : BlackburnCouncil",""
"broken","Sat Oct 15 02:44:02 GMT 2022","Sat Oct 15 02:44:02 GMT 2022","1","","","","","","Validate Council Output -- @1.12 Testing : NELincs",""
"broken","Sat Oct 15 02:44:04 GMT 2022","Sat Oct 15 02:44:04 GMT 2022","2","","","","","","Validate Council Output -- @1.18 Testing : WakefieldCityCouncil",""
"passed","Sat Oct 15 02:44:06 GMT 2022","Sat Oct 15 02:44:12 GMT 2022","5367","","","","","","Validate Council Output -- @1.20 Testing : WaverleyBoroughCouncil",""
"broken","Sat Oct 15 02:44:04 GMT 2022","Sat Oct 15 02:44:04 GMT 2022","1","","","","","","Validate Council Output -- @1.17 Testing : TorridgeDistrictCouncil",""
"broken","Sat Oct 15 02:44:02 GMT 2022","Sat Oct 15 02:44:02 GMT 2022","2","","","","","","Validate Council Output -- @1.13 Testing : NewcastleCityCouncil",""
"passed","Sat Oct 15 02:41:46 GMT 2022","Sat Oct 15 02:41:48 GMT 2022","1970","","","","","","Validate Council Output -- @1.5 Testing : CheshireEastCouncil",""
"broken","Sat Oct 15 02:41:48 GMT 2022","Sat Oct 15 02:41:48 GMT 2022","1","","","","","","Validate Council Output -- @1.6 Testing : CrawleyBoroughCouncil",""
"passed","Sat Oct 15 02:44:00 GMT 2022","Sat Oct 15 02:44:02 GMT 2022","2309","","","","","","Validate Council Output -- @1.11 Testing : MidSussexDistrictCouncil",""
"broken","Sat Oct 15 02:44:04 GMT 2022","Sat Oct 15 02:44:04 GMT 2022","2","","","","","","Validate Council Output -- @1.15 Testing : StHelensBC",""
"broken","Sat Oct 15 02:41:48 GMT 2022","Sat Oct 15 02:41:48 GMT 2022","2","","","","","","Validate Council Output -- @1.7 Testing : EastDevonDC",""
"broken","Sat Oct 15 02:41:48 GMT 2022","Sat Oct 15 02:41:48 GMT 2022","1","","","","","","Validate Council Output -- @1.8 Testing : HuntingdonDistrictCouncil",""
"broken","Sat Oct 15 02:41:46 GMT 2022","Sat Oct 15 02:41:46 GMT 2022","653","","","","","","Validate Council Output -- @1.4 Testing : CastlepointDistrictCouncil",""
"passed","Sat Oct 15 02:41:36 GMT 2022","Sat Oct 15 02:41:42 GMT 2022","5673","","","","","","Validate Council Output -- @1.2 Testing : BristolCityCouncil",""
"broken","Sat Oct 15 02:44:02 GMT 2022","Sat Oct 15 02:44:04 GMT 2022","1654","","","","","","Validate Council Output -- @1.14 Testing : SouthTynesideCouncil",""
"passed","Sat Oct 15 02:44:04 GMT 2022","Sat Oct 15 02:44:06 GMT 2022","2172","","","","","","Validate Council Output -- @1.19 Testing : WarwickDistrictCouncil",""
"passed","Sat Oct 15 02:44:12 GMT 2022","Sat Oct 15 02:44:16 GMT 2022","3922","","","","","","Validate Council Output -- @1.22 Testing : WindsorAndMaidenheadCouncil",""
"passed","Sat Oct 15 02:43:56 GMT 2022","Sat Oct 15 02:44:00 GMT 2022","4036","","","","","","Validate Council Output -- @1.10 Testing : ManchesterCityCouncil",""
"passed","Sat Oct 15 02:41:48 GMT 2022","Sat Oct 15 02:43:56 GMT 2022","127747","","","","","","Validate Council Output -- @1.9 Testing : LeedsCityCouncil",""
"passed","Sat Oct 15 02:41:42 GMT 2022","Sat Oct 15 02:41:46 GMT 2022","4207","","","","","","Validate Council Output -- @1.3 Testing : CardiffCouncil",""
"passed","Sat Oct 15 02:44:16 GMT 2022","Sat Oct 15 02:44:20 GMT 2022","4447","","","","","","Validate Council Output -- @1.23 Testing : YorkCouncil",""
