"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 21 02:08:35 GMT 2022","Fri Oct 21 02:08:40 GMT 2022","5098","","","","","","Validate Council Output -- @1.3 Testing : CardiffCouncil",""
"passed","Fri Oct 21 02:12:38 GMT 2022","Fri Oct 21 02:12:41 GMT 2022","2384","","","","","","Validate Council Output -- @1.19 Testing : WarwickDistrictCouncil",""
"passed","Fri Oct 21 02:08:41 GMT 2022","Fri Oct 21 02:08:43 GMT 2022","1884","","","","","","Validate Council Output -- @1.5 Testing : CheshireEastCouncil",""
"broken","Fri Oct 21 02:08:43 GMT 2022","Fri Oct 21 02:08:43 GMT 2022","2","","","","","","Validate Council Output -- @1.7 Testing : EastDevonDC",""
"broken","Fri Oct 21 02:12:46 GMT 2022","Fri Oct 21 02:12:46 GMT 2022","2","","","","","","Validate Council Output -- @1.21 Testing : WiganBoroughCouncil",""
"broken","Fri Oct 21 02:12:38 GMT 2022","Fri Oct 21 02:12:38 GMT 2022","2","","","","","","Validate Council Output -- @1.17 Testing : TorridgeDistrictCouncil",""
"broken","Fri Oct 21 02:12:38 GMT 2022","Fri Oct 21 02:12:38 GMT 2022","3","","","","","","Validate Council Output -- @1.16 Testing : StockportBoroughCouncil",""
"passed","Fri Oct 21 02:12:41 GMT 2022","Fri Oct 21 02:12:46 GMT 2022","5507","","","","","","Validate Council Output -- @1.20 Testing : WaverleyBoroughCouncil",""
"broken","Fri Oct 21 02:12:36 GMT 2022","Fri Oct 21 02:12:36 GMT 2022","3","","","","","","Validate Council Output -- @1.13 Testing : NewcastleCityCouncil",""
"broken","Fri Oct 21 02:08:43 GMT 2022","Fri Oct 21 02:08:43 GMT 2022","2","","","","","","Validate Council Output -- @1.8 Testing : HuntingdonDistrictCouncil",""
"passed","Fri Oct 21 02:12:46 GMT 2022","Fri Oct 21 02:12:50 GMT 2022","3790","","","","","","Validate Council Output -- @1.22 Testing : WindsorAndMaidenheadCouncil",""
"passed","Fri Oct 21 02:12:33 GMT 2022","Fri Oct 21 02:12:36 GMT 2022","2755","","","","","","Validate Council Output -- @1.11 Testing : MidSussexDistrictCouncil",""
"broken","Fri Oct 21 02:12:38 GMT 2022","Fri Oct 21 02:12:38 GMT 2022","3","","","","","","Validate Council Output -- @1.18 Testing : WakefieldCityCouncil",""
"broken","Fri Oct 21 02:12:36 GMT 2022","Fri Oct 21 02:12:38 GMT 2022","2550","","","","","","Validate Council Output -- @1.14 Testing : SouthTynesideCouncil",""
"passed","Fri Oct 21 02:12:27 GMT 2022","Fri Oct 21 02:12:33 GMT 2022","6373","","","","","","Validate Council Output -- @1.10 Testing : ManchesterCityCouncil",""
"passed","Fri Oct 21 02:08:27 GMT 2022","Fri Oct 21 02:08:29 GMT 2022","1708","","","","","","Validate Council Output -- @1.1 Testing : BlackburnCouncil",""
"broken","Fri Oct 21 02:08:40 GMT 2022","Fri Oct 21 02:08:41 GMT 2022","895","","","","","","Validate Council Output -- @1.4 Testing : CastlepointDistrictCouncil",""
"broken","Fri Oct 21 02:12:36 GMT 2022","Fri Oct 21 02:12:36 GMT 2022","2","","","","","","Validate Council Output -- @1.12 Testing : NELincs",""
"broken","Fri Oct 21 02:08:43 GMT 2022","Fri Oct 21 02:08:43 GMT 2022","2","","","","","","Validate Council Output -- @1.6 Testing : CrawleyBoroughCouncil",""
"passed","Fri Oct 21 02:08:43 GMT 2022","Fri Oct 21 02:12:27 GMT 2022","223966","","","","","","Validate Council Output -- @1.9 Testing : LeedsCityCouncil",""
"passed","Fri Oct 21 02:12:50 GMT 2022","Fri Oct 21 02:12:53 GMT 2022","2713","","","","","","Validate Council Output -- @1.23 Testing : YorkCouncil",""
"passed","Fri Oct 21 02:08:29 GMT 2022","Fri Oct 21 02:08:35 GMT 2022","6367","","","","","","Validate Council Output -- @1.2 Testing : BristolCityCouncil",""
"broken","Fri Oct 21 02:12:38 GMT 2022","Fri Oct 21 02:12:38 GMT 2022","2","","","","","","Validate Council Output -- @1.15 Testing : StHelensBC",""
