"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Nov 09 02:16:18 GMT 2022","Wed Nov 09 02:16:18 GMT 2022","2","","","","","","Validate Council Output -- @1.12 Testing : HuntingdonDistrictCouncil",""
"passed","Wed Nov 09 02:15:58 GMT 2022","Wed Nov 09 02:15:59 GMT 2022","1193","","","","","","Validate Council Output -- @1.2 Testing : BlackburnCouncil",""
"passed","Wed Nov 09 02:16:18 GMT 2022","Wed Nov 09 02:18:25 GMT 2022","127074","","","","","","Validate Council Output -- @1.13 Testing : LeedsCityCouncil",""
"passed","Wed Nov 09 02:18:29 GMT 2022","Wed Nov 09 02:18:32 GMT 2022","2900","","","","","","Validate Council Output -- @1.15 Testing : MidSussexDistrictCouncil",""
"broken","Wed Nov 09 02:15:59 GMT 2022","Wed Nov 09 02:15:59 GMT 2022","2","","","","","","Validate Council Output -- @1.3 Testing : BoltonCouncil",""
"broken","Wed Nov 09 02:18:36 GMT 2022","Wed Nov 09 02:18:36 GMT 2022","2","","","","","","Validate Council Output -- @1.20 Testing : StHelensBC",""
"passed","Wed Nov 09 02:16:05 GMT 2022","Wed Nov 09 02:16:09 GMT 2022","3858","","","","","","Validate Council Output -- @1.5 Testing : CardiffCouncil",""
"passed","Wed Nov 09 02:18:58 GMT 2022","Wed Nov 09 02:19:02 GMT 2022","4404","","","","","","Validate Council Output -- @1.29 Testing : YorkCouncil",""
"broken","Wed Nov 09 02:16:14 GMT 2022","Wed Nov 09 02:16:14 GMT 2022","2","","","","","","Validate Council Output -- @1.10 Testing : EastDevonDC",""
"passed","Wed Nov 09 02:18:51 GMT 2022","Wed Nov 09 02:18:54 GMT 2022","2552","","","","","","Validate Council Output -- @1.27 Testing : WiganBoroughCouncil",""
"passed","Wed Nov 09 02:18:41 GMT 2022","Wed Nov 09 02:18:46 GMT 2022","4978","","","","","","Validate Council Output -- @1.25 Testing : WaverleyBoroughCouncil",""
"broken","Wed Nov 09 02:18:36 GMT 2022","Wed Nov 09 02:18:36 GMT 2022","2","","","","","","Validate Council Output -- @1.21 Testing : StockportBoroughCouncil",""
"passed","Wed Nov 09 02:15:59 GMT 2022","Wed Nov 09 02:16:05 GMT 2022","5753","","","","","","Validate Council Output -- @1.4 Testing : BristolCityCouncil",""
"passed","Wed Nov 09 02:18:36 GMT 2022","Wed Nov 09 02:18:41 GMT 2022","4702","","","","","","Validate Council Output -- @1.24 Testing : WarwickDistrictCouncil",""
"broken","Wed Nov 09 02:18:36 GMT 2022","Wed Nov 09 02:18:36 GMT 2022","2","","","","","","Validate Council Output -- @1.22 Testing : TorridgeDistrictCouncil",""
"passed","Wed Nov 09 02:16:14 GMT 2022","Wed Nov 09 02:16:18 GMT 2022","3306","","","","","","Validate Council Output -- @1.11 Testing : FenlandDistrictCouncil",""
"broken","Wed Nov 09 02:18:36 GMT 2022","Wed Nov 09 02:18:36 GMT 2022","2","","","","","","Validate Council Output -- @1.23 Testing : WakefieldCityCouncil",""
"passed","Wed Nov 09 02:18:32 GMT 2022","Wed Nov 09 02:18:35 GMT 2022","2161","","","","","","Validate Council Output -- @1.18 Testing : SouthAyrshireCouncil",""
"broken","Wed Nov 09 02:18:35 GMT 2022","Wed Nov 09 02:18:36 GMT 2022","1716","","","","","","Validate Council Output -- @1.19 Testing : SouthTynesideCouncil",""
"broken","Wed Nov 09 02:16:12 GMT 2022","Wed Nov 09 02:16:12 GMT 2022","1","","","","","","Validate Council Output -- @1.8 Testing : CrawleyBoroughCouncil",""
"passed","Wed Nov 09 02:18:25 GMT 2022","Wed Nov 09 02:18:29 GMT 2022","4630","","","","","","Validate Council Output -- @1.14 Testing : ManchesterCityCouncil",""
"passed","Wed Nov 09 02:18:54 GMT 2022","Wed Nov 09 02:18:58 GMT 2022","3697","","","","","","Validate Council Output -- @1.28 Testing : WindsorAndMaidenheadCouncil",""
"broken","Wed Nov 09 02:16:09 GMT 2022","Wed Nov 09 02:16:09 GMT 2022","533","","","","","","Validate Council Output -- @1.6 Testing : CastlepointDistrictCouncil",""
"broken","Wed Nov 09 02:18:32 GMT 2022","Wed Nov 09 02:18:32 GMT 2022","2","","","","","","Validate Council Output -- @1.17 Testing : NewcastleCityCouncil",""
"broken","Wed Nov 09 02:18:32 GMT 2022","Wed Nov 09 02:18:32 GMT 2022","2","","","","","","Validate Council Output -- @1.16 Testing : NELincs",""
"passed","Wed Nov 09 02:15:56 GMT 2022","Wed Nov 09 02:15:58 GMT 2022","1729","","","","","","Validate Council Output -- @1.1 Testing : BexleyCouncil",""
"passed","Wed Nov 09 02:16:12 GMT 2022","Wed Nov 09 02:16:14 GMT 2022","2863","","","","","","Validate Council Output -- @1.9 Testing : DoncasterCouncil",""
"passed","Wed Nov 09 02:16:09 GMT 2022","Wed Nov 09 02:16:12 GMT 2022","2143","","","","","","Validate Council Output -- @1.7 Testing : CheshireEastCouncil",""
"passed","Wed Nov 09 02:18:46 GMT 2022","Wed Nov 09 02:18:51 GMT 2022","5483","","","","","","Validate Council Output -- @1.26 Testing : WealdenDistrictCouncil",""
