"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 20 19:07:33 GMT 2023","Mon Feb 20 19:07:40 GMT 2023","7636","","","","","","Validate Council Output -- @1.45 Testing : WaverleyBoroughCouncil",""
"passed","Mon Feb 20 19:06:01 GMT 2023","Mon Feb 20 19:06:05 GMT 2023","3879","","","","","","Validate Council Output -- @1.21 Testing : MaldonDistrictCouncil",""
"passed","Mon Feb 20 19:06:47 GMT 2023","Mon Feb 20 19:06:48 GMT 2023","869","","","","","","Validate Council Output -- @1.28 Testing : NorthLanarkshireCouncil",""
"passed","Mon Feb 20 19:07:05 GMT 2023","Mon Feb 20 19:07:08 GMT 2023","2516","","","","","","Validate Council Output -- @1.33 Testing : SouthAyrshireCouncil",""
"passed","Mon Feb 20 19:03:12 GMT 2023","Mon Feb 20 19:03:30 GMT 2023","18236","","","","","","Validate Council Output -- @1.9 Testing : Chilterns",""
"broken","Mon Feb 20 19:06:09 GMT 2023","Mon Feb 20 19:06:09 GMT 2023","1","","","","","","Validate Council Output -- @1.24 Testing : NELincs",""
"passed","Mon Feb 20 19:06:56 GMT 2023","Mon Feb 20 19:07:05 GMT 2023","9493","","","","","","Validate Council Output -- @1.32 Testing : SomersetCouncil",""
"passed","Mon Feb 20 19:07:20 GMT 2023","Mon Feb 20 19:07:23 GMT 2023","2300","","","","","","Validate Council Output -- @1.38 Testing : StockportBoroughCouncil",""
"passed","Mon Feb 20 19:06:49 GMT 2023","Mon Feb 20 19:06:52 GMT 2023","2033","","","","","","Validate Council Output -- @1.30 Testing : NorthSomersetCouncil",""
"passed","Mon Feb 20 19:03:30 GMT 2023","Mon Feb 20 19:03:33 GMT 2023","2991","","","","","","Validate Council Output -- @1.12 Testing : DoncasterCouncil",""
"broken","Mon Feb 20 19:03:38 GMT 2023","Mon Feb 20 19:03:39 GMT 2023","1329","","","","","","Validate Council Output -- @1.15 Testing : EastRidingCouncil",""
"broken","Mon Feb 20 19:07:18 GMT 2023","Mon Feb 20 19:07:20 GMT 2023","1728","","","","","","Validate Council Output -- @1.36 Testing : SouthTynesideCouncil",""
"passed","Mon Feb 20 19:06:09 GMT 2023","Mon Feb 20 19:06:47 GMT 2023","37438","","","","","","Validate Council Output -- @1.25 Testing : NewarkAndSherwoodDC",""
"passed","Mon Feb 20 19:07:28 GMT 2023","Mon Feb 20 19:07:31 GMT 2023","2981","","","","","","Validate Council Output -- @1.43 Testing : ValeofGlamorganCouncil",""
"passed","Mon Feb 20 19:03:45 GMT 2023","Mon Feb 20 19:03:51 GMT 2023","6371","","","","","","Validate Council Output -- @1.18 Testing : HighPeakCouncil",""
"passed","Mon Feb 20 19:03:52 GMT 2023","Mon Feb 20 19:06:01 GMT 2023","128662","","","","","","Validate Council Output -- @1.20 Testing : LeedsCityCouncil",""
"passed","Mon Feb 20 19:07:26 GMT 2023","Mon Feb 20 19:07:28 GMT 2023","1888","","","","","","Validate Council Output -- @1.41 Testing : TorbayCouncil",""
"passed","Mon Feb 20 19:02:17 GMT 2023","Mon Feb 20 19:02:19 GMT 2023","1858","","","","","","Validate Council Output -- @1.1 Testing : BCPCouncil",""
"broken","Mon Feb 20 19:02:20 GMT 2023","Mon Feb 20 19:02:23 GMT 2023","2428","","","","","","Validate Council Output -- @1.3 Testing : BlackburnCouncil",""
"passed","Mon Feb 20 19:07:23 GMT 2023","Mon Feb 20 19:07:26 GMT 2023","2668","","","","","","Validate Council Output -- @1.40 Testing : TonbridgeAndMallingBC",""
"passed","Mon Feb 20 19:07:31 GMT 2023","Mon Feb 20 19:07:33 GMT 2023","1640","","","","","","Validate Council Output -- @1.44 Testing : WarwickDistrictCouncil",""
"passed","Mon Feb 20 19:02:23 GMT 2023","Mon Feb 20 19:02:29 GMT 2023","6354","","","","","","Validate Council Output -- @1.4 Testing : BoltonCouncil",""
"passed","Mon Feb 20 19:07:10 GMT 2023","Mon Feb 20 19:07:18 GMT 2023","7663","","","","","","Validate Council Output -- @1.35 Testing : SouthOxfordshireCouncil",""
"passed","Mon Feb 20 19:07:44 GMT 2023","Mon Feb 20 19:07:47 GMT 2023","2523","","","","","","Validate Council Output -- @1.47 Testing : WiganBoroughCouncil",""
"broken","Mon Feb 20 19:03:30 GMT 2023","Mon Feb 20 19:03:30 GMT 2023","2","","","","","","Validate Council Output -- @1.10 Testing : CrawleyBoroughCouncil",""
"broken","Mon Feb 20 19:06:47 GMT 2023","Mon Feb 20 19:06:47 GMT 2023","2","","","","","","Validate Council Output -- @1.27 Testing : EastNorthamptonshireCouncil",""
"passed","Mon Feb 20 19:07:23 GMT 2023","Mon Feb 20 19:07:23 GMT 2023","700","","","","","","Validate Council Output -- @1.39 Testing : TamesideMBCouncil",""
"passed","Mon Feb 20 19:07:40 GMT 2023","Mon Feb 20 19:07:44 GMT 2023","4209","","","","","","Validate Council Output -- @1.46 Testing : WealdenDistrictCouncil",""
"passed","Mon Feb 20 19:03:51 GMT 2023","Mon Feb 20 19:03:52 GMT 2023","1033","","","","","","Validate Council Output -- @1.19 Testing : HuntingdonDistrictCouncil",""
"passed","Mon Feb 20 19:03:33 GMT 2023","Mon Feb 20 19:03:37 GMT 2023","4218","","","","","","Validate Council Output -- @1.13 Testing : DurhamCouncil",""
"passed","Mon Feb 20 19:07:47 GMT 2023","Mon Feb 20 19:07:50 GMT 2023","3101","","","","","","Validate Council Output -- @1.48 Testing : WindsorAndMaidenheadCouncil",""
"passed","Mon Feb 20 19:07:08 GMT 2023","Mon Feb 20 19:07:10 GMT 2023","2578","","","","","","Validate Council Output -- @1.34 Testing : SouthNorfolkCouncil",""
"passed","Mon Feb 20 19:03:06 GMT 2023","Mon Feb 20 19:03:06 GMT 2023","891","","","","","","Validate Council Output -- @1.7 Testing : CastlepointDistrictCouncil",""
"passed","Mon Feb 20 19:02:19 GMT 2023","Mon Feb 20 19:02:20 GMT 2023","1539","","","","","","Validate Council Output -- @1.2 Testing : BexleyCouncil",""
"passed","Mon Feb 20 19:02:29 GMT 2023","Mon Feb 20 19:03:01 GMT 2023","32304","","","","","","Validate Council Output -- @1.5 Testing : BristolCityCouncil",""
"passed","Mon Feb 20 19:06:52 GMT 2023","Mon Feb 20 19:06:56 GMT 2023","4365","","","","","","Validate Council Output -- @1.31 Testing : NorthTynesideCouncil",""
"passed","Mon Feb 20 19:03:42 GMT 2023","Mon Feb 20 19:03:45 GMT 2023","2567","","","","","","Validate Council Output -- @1.17 Testing : GlasgowCityCouncil",""
"broken","Mon Feb 20 19:07:20 GMT 2023","Mon Feb 20 19:07:20 GMT 2023","495","","","","","","Validate Council Output -- @1.37 Testing : StHelensBC",""
"passed","Mon Feb 20 19:03:39 GMT 2023","Mon Feb 20 19:03:42 GMT 2023","3221","","","","","","Validate Council Output -- @1.16 Testing : FenlandDistrictCouncil",""
"passed","Mon Feb 20 19:06:05 GMT 2023","Mon Feb 20 19:06:08 GMT 2023","3053","","","","","","Validate Council Output -- @1.22 Testing : ManchesterCityCouncil",""
"broken","Mon Feb 20 19:03:37 GMT 2023","Mon Feb 20 19:03:38 GMT 2023","760","","","","","","Validate Council Output -- @1.14 Testing : EastDevonDC",""
"passed","Mon Feb 20 19:06:48 GMT 2023","Mon Feb 20 19:06:49 GMT 2023","1722","","","","","","Validate Council Output -- @1.29 Testing : NorthLincolnshireCouncil",""
"passed","Mon Feb 20 19:07:50 GMT 2023","Mon Feb 20 19:07:51 GMT 2023","785","","","","","","Validate Council Output -- @1.49 Testing : YorkCouncil",""
"broken","Mon Feb 20 19:07:28 GMT 2023","Mon Feb 20 19:07:28 GMT 2023","4","","","","","","Validate Council Output -- @1.42 Testing : TorridgeDistrictCouncil",""
"passed","Mon Feb 20 19:03:01 GMT 2023","Mon Feb 20 19:03:06 GMT 2023","4207","","","","","","Validate Council Output -- @1.6 Testing : CardiffCouncil",""
"broken","Mon Feb 20 19:03:30 GMT 2023","Mon Feb 20 19:03:30 GMT 2023","12","","","","","","Validate Council Output -- @1.11 Testing : CroydonCouncil",""
"broken","Mon Feb 20 19:06:47 GMT 2023","Mon Feb 20 19:06:47 GMT 2023","2","","","","","","Validate Council Output -- @1.26 Testing : NewcastleCityCouncil",""
"passed","Mon Feb 20 19:06:08 GMT 2023","Mon Feb 20 19:06:09 GMT 2023","1505","","","","","","Validate Council Output -- @1.23 Testing : MidSussexDistrictCouncil",""
"passed","Mon Feb 20 19:03:06 GMT 2023","Mon Feb 20 19:03:12 GMT 2023","5157","","","","","","Validate Council Output -- @1.8 Testing : CheshireEastCouncil",""
