"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Dec 21 08:37:29 GMT 2022","Wed Dec 21 08:37:33 GMT 2022","4176","","","","","","Validate Council Output -- @1.16 Testing : ManchesterCityCouncil",""
"broken","Wed Dec 21 08:37:35 GMT 2022","Wed Dec 21 08:37:35 GMT 2022","2","","","","","","Validate Council Output -- @1.18 Testing : NELincs",""
"passed","Wed Dec 21 08:37:47 GMT 2022","Wed Dec 21 08:37:52 GMT 2022","5319","","","","","","Validate Council Output -- @1.30 Testing : WaverleyBoroughCouncil",""
"broken","Wed Dec 21 08:37:45 GMT 2022","Wed Dec 21 08:37:45 GMT 2022","2","","","","","","Validate Council Output -- @1.25 Testing : StHelensBC",""
"broken","Wed Dec 21 08:37:45 GMT 2022","Wed Dec 21 08:37:45 GMT 2022","1","","","","","","Validate Council Output -- @1.27 Testing : TorridgeDistrictCouncil",""
"broken","Wed Dec 21 08:37:45 GMT 2022","Wed Dec 21 08:37:45 GMT 2022","2","","","","","","Validate Council Output -- @1.28 Testing : WakefieldCityCouncil",""
"passed","Wed Dec 21 08:34:56 GMT 2022","Wed Dec 21 08:37:29 GMT 2022","153236","","","","","","Validate Council Output -- @1.15 Testing : LeedsCityCouncil",""
"broken","Wed Dec 21 08:34:49 GMT 2022","Wed Dec 21 08:34:49 GMT 2022","2","","","","","","Validate Council Output -- @1.12 Testing : EastDevonDC",""
"broken","Wed Dec 21 08:34:56 GMT 2022","Wed Dec 21 08:34:56 GMT 2022","1","","","","","","Validate Council Output -- @1.14 Testing : HuntingdonDistrictCouncil",""
"passed","Wed Dec 21 08:37:35 GMT 2022","Wed Dec 21 08:37:37 GMT 2022","2668","","","","","","Validate Council Output -- @1.22 Testing : SouthAyrshireCouncil",""
"broken","Wed Dec 21 08:37:45 GMT 2022","Wed Dec 21 08:37:45 GMT 2022","2","","","","","","Validate Council Output -- @1.26 Testing : StockportBoroughCouncil",""
"passed","Wed Dec 21 08:34:19 GMT 2022","Wed Dec 21 08:34:21 GMT 2022","1832","","","","","","Validate Council Output -- @1.1 Testing : BCPCouncil",""
"broken","Wed Dec 21 08:37:43 GMT 2022","Wed Dec 21 08:37:45 GMT 2022","2054","","","","","","Validate Council Output -- @1.24 Testing : SouthTynesideCouncil",""
"broken","Wed Dec 21 08:34:36 GMT 2022","Wed Dec 21 08:34:37 GMT 2022","696","","","","","","Validate Council Output -- @1.7 Testing : CastlepointDistrictCouncil",""
"broken","Wed Dec 21 08:37:35 GMT 2022","Wed Dec 21 08:37:35 GMT 2022","1","","","","","","Validate Council Output -- @1.21 Testing : NorthLanarkshireCouncil",""
"passed","Wed Dec 21 08:34:37 GMT 2022","Wed Dec 21 08:34:40 GMT 2022","2917","","","","","","Validate Council Output -- @1.8 Testing : CheshireEastCouncil",""
"passed","Wed Dec 21 08:37:33 GMT 2022","Wed Dec 21 08:37:35 GMT 2022","1609","","","","","","Validate Council Output -- @1.17 Testing : MidSussexDistrictCouncil",""
"passed","Wed Dec 21 08:37:37 GMT 2022","Wed Dec 21 08:37:43 GMT 2022","5501","","","","","","Validate Council Output -- @1.23 Testing : SouthOxfordshireCouncil",""
"passed","Wed Dec 21 08:34:40 GMT 2022","Wed Dec 21 08:34:43 GMT 2022","2954","","","","","","Validate Council Output -- @1.10 Testing : DoncasterCouncil",""
"broken","Wed Dec 21 08:37:35 GMT 2022","Wed Dec 21 08:37:35 GMT 2022","1","","","","","","Validate Council Output -- @1.19 Testing : NewarkAndSherwoodDC",""
"passed","Wed Dec 21 08:38:05 GMT 2022","Wed Dec 21 08:38:10 GMT 2022","4914","","","","","","Validate Council Output -- @1.34 Testing : YorkCouncil",""
