"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Nov 17 01:59:47 GMT 2022","Thu Nov 17 01:59:47 GMT 2022","2","","","","","","Validate Council Output -- @1.13 Testing : HuntingdonDistrictCouncil",""
"broken","Thu Nov 17 01:59:38 GMT 2022","Thu Nov 17 01:59:38 GMT 2022","1","","","","","","Validate Council Output -- @1.9 Testing : CrawleyBoroughCouncil",""
"broken","Thu Nov 17 02:04:44 GMT 2022","Thu Nov 17 02:04:44 GMT 2022","2","","","","","","Validate Council Output -- @1.23 Testing : StHelensBC",""
"broken","Thu Nov 17 02:04:42 GMT 2022","Thu Nov 17 02:04:44 GMT 2022","1819","","","","","","Validate Council Output -- @1.22 Testing : SouthTynesideCouncil",""
"passed","Thu Nov 17 02:02:37 GMT 2022","Thu Nov 17 02:02:40 GMT 2022","2603","","","","","","Validate Council Output -- @1.20 Testing : SouthAyrshireCouncil",""
"passed","Thu Nov 17 01:59:19 GMT 2022","Thu Nov 17 01:59:21 GMT 2022","2647","","","","","","Validate Council Output -- @1.2 Testing : BexleyCouncil",""
"broken","Thu Nov 17 01:59:23 GMT 2022","Thu Nov 17 01:59:23 GMT 2022","2","","","","","","Validate Council Output -- @1.4 Testing : BoltonCouncil",""
"broken","Thu Nov 17 02:02:37 GMT 2022","Thu Nov 17 02:02:37 GMT 2022","1","","","","","","Validate Council Output -- @1.19 Testing : NewcastleCityCouncil",""
"passed","Thu Nov 17 01:59:42 GMT 2022","Thu Nov 17 01:59:47 GMT 2022","4248","","","","","","Validate Council Output -- @1.12 Testing : FenlandDistrictCouncil",""
"passed","Thu Nov 17 02:02:40 GMT 2022","Thu Nov 17 02:04:42 GMT 2022","122185","","","","","","Validate Council Output -- @1.21 Testing : SouthOxfordshireCouncil",""
"passed","Thu Nov 17 01:59:47 GMT 2022","Thu Nov 17 02:02:30 GMT 2022","163186","","","","","","Validate Council Output -- @1.14 Testing : LeedsCityCouncil",""
"passed","Thu Nov 17 02:04:45 GMT 2022","Thu Nov 17 02:04:51 GMT 2022","5334","","","","","","Validate Council Output -- @1.28 Testing : WaverleyBoroughCouncil",""
"broken","Thu Nov 17 01:59:42 GMT 2022","Thu Nov 17 01:59:42 GMT 2022","2","","","","","","Validate Council Output -- @1.11 Testing : EastDevonDC",""
"passed","Thu Nov 17 02:04:58 GMT 2022","Thu Nov 17 02:05:01 GMT 2022","3011","","","","","","Validate Council Output -- @1.30 Testing : WiganBoroughCouncil",""
"passed","Thu Nov 17 02:04:44 GMT 2022","Thu Nov 17 02:04:45 GMT 2022","1726","","","","","","Validate Council Output -- @1.27 Testing : WarwickDistrictCouncil",""
"passed","Thu Nov 17 01:59:36 GMT 2022","Thu Nov 17 01:59:38 GMT 2022","2048","","","","","","Validate Council Output -- @1.8 Testing : CheshireEastCouncil",""
"passed","Thu Nov 17 02:05:05 GMT 2022","Thu Nov 17 02:05:09 GMT 2022","4711","","","","","","Validate Council Output -- @1.32 Testing : YorkCouncil",""
"passed","Thu Nov 17 01:59:31 GMT 2022","Thu Nov 17 01:59:35 GMT 2022","4236","","","","","","Validate Council Output -- @1.6 Testing : CardiffCouncil",""
"broken","Thu Nov 17 02:04:44 GMT 2022","Thu Nov 17 02:04:44 GMT 2022","2","","","","","","Validate Council Output -- @1.26 Testing : WakefieldCityCouncil",""
"passed","Thu Nov 17 01:59:21 GMT 2022","Thu Nov 17 01:59:23 GMT 2022","1293","","","","","","Validate Council Output -- @1.3 Testing : BlackburnCouncil",""
"passed","Thu Nov 17 02:02:30 GMT 2022","Thu Nov 17 02:02:35 GMT 2022","5527","","","","","","Validate Council Output -- @1.15 Testing : ManchesterCityCouncil",""
"broken","Thu Nov 17 02:02:37 GMT 2022","Thu Nov 17 02:02:37 GMT 2022","2","","","","","","Validate Council Output -- @1.18 Testing : NewarkAndSherwoodDC",""
"passed","Thu Nov 17 01:59:38 GMT 2022","Thu Nov 17 01:59:42 GMT 2022","4712","","","","","","Validate Council Output -- @1.10 Testing : DoncasterCouncil",""
"passed","Thu Nov 17 01:59:23 GMT 2022","Thu Nov 17 01:59:31 GMT 2022","8002","","","","","","Validate Council Output -- @1.5 Testing : BristolCityCouncil",""
"broken","Thu Nov 17 02:04:44 GMT 2022","Thu Nov 17 02:04:44 GMT 2022","2","","","","","","Validate Council Output -- @1.25 Testing : TorridgeDistrictCouncil",""
"passed","Thu Nov 17 02:02:35 GMT 2022","Thu Nov 17 02:02:37 GMT 2022","1703","","","","","","Validate Council Output -- @1.16 Testing : MidSussexDistrictCouncil",""
"passed","Thu Nov 17 02:05:01 GMT 2022","Thu Nov 17 02:05:05 GMT 2022","3988","","","","","","Validate Council Output -- @1.31 Testing : WindsorAndMaidenheadCouncil",""
"passed","Thu Nov 17 01:59:17 GMT 2022","Thu Nov 17 01:59:19 GMT 2022","2158","","","","","","Validate Council Output -- @1.1 Testing : BCPCouncil",""
"broken","Thu Nov 17 02:04:44 GMT 2022","Thu Nov 17 02:04:44 GMT 2022","1","","","","","","Validate Council Output -- @1.24 Testing : StockportBoroughCouncil",""
"passed","Thu Nov 17 02:04:51 GMT 2022","Thu Nov 17 02:04:58 GMT 2022","6959","","","","","","Validate Council Output -- @1.29 Testing : WealdenDistrictCouncil",""
"broken","Thu Nov 17 01:59:35 GMT 2022","Thu Nov 17 01:59:36 GMT 2022","677","","","","","","Validate Council Output -- @1.7 Testing : CastlepointDistrictCouncil",""
"broken","Thu Nov 17 02:02:37 GMT 2022","Thu Nov 17 02:02:37 GMT 2022","2","","","","","","Validate Council Output -- @1.17 Testing : NELincs",""
