"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 12 01:42:27 GMT 2023","Thu Jan 12 01:42:32 GMT 2023","4475","","","","","","Validate Council Output -- @1.11 Testing : DurhamCouncil",""
"broken","Thu Jan 12 01:42:38 GMT 2023","Thu Jan 12 01:42:38 GMT 2023","2","","","","","","Validate Council Output -- @1.14 Testing : HuntingdonDistrictCouncil",""
"broken","Thu Jan 12 01:42:12 GMT 2023","Thu Jan 12 01:42:12 GMT 2023","2","","","","","","Validate Council Output -- @1.4 Testing : BoltonCouncil",""
"broken","Thu Jan 12 01:42:12 GMT 2023","Thu Jan 12 01:42:12 GMT 2023","274","","","","","","Validate Council Output -- @1.3 Testing : BlackburnCouncil",""
"passed","Thu Jan 12 01:42:23 GMT 2023","Thu Jan 12 01:42:24 GMT 2023","1843","","","","","","Validate Council Output -- @1.8 Testing : CheshireEastCouncil",""
"passed","Thu Jan 12 01:42:24 GMT 2023","Thu Jan 12 01:42:27 GMT 2023","2769","","","","","","Validate Council Output -- @1.10 Testing : DoncasterCouncil",""
"broken","Thu Jan 12 01:42:24 GMT 2023","Thu Jan 12 01:42:24 GMT 2023","2","","","","","","Validate Council Output -- @1.9 Testing : CrawleyBoroughCouncil",""
"passed","Thu Jan 12 01:42:18 GMT 2023","Thu Jan 12 01:42:22 GMT 2023","3727","","","","","","Validate Council Output -- @1.6 Testing : CardiffCouncil",""
"passed","Thu Jan 12 01:42:12 GMT 2023","Thu Jan 12 01:42:18 GMT 2023","6258","","","","","","Validate Council Output -- @1.5 Testing : BristolCityCouncil",""
"passed","Thu Jan 12 01:42:09 GMT 2023","Thu Jan 12 01:42:11 GMT 2023","1976","","","","","","Validate Council Output -- @1.1 Testing : BCPCouncil",""
"passed","Thu Jan 12 01:42:32 GMT 2023","Thu Jan 12 01:42:38 GMT 2023","6672","","","","","","Validate Council Output -- @1.13 Testing : FenlandDistrictCouncil",""
"broken","Thu Jan 12 01:42:32 GMT 2023","Thu Jan 12 01:42:32 GMT 2023","1","","","","","","Validate Council Output -- @1.12 Testing : EastDevonDC",""
"broken","Thu Jan 12 01:42:11 GMT 2023","Thu Jan 12 01:42:12 GMT 2023","1022","","","","","","Validate Council Output -- @1.2 Testing : BexleyCouncil",""
"broken","Thu Jan 12 01:42:22 GMT 2023","Thu Jan 12 01:42:23 GMT 2023","479","","","","","","Validate Council Output -- @1.7 Testing : CastlepointDistrictCouncil",""
