"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Feb 07 01:45:37 GMT 2023","Tue Feb 07 01:45:37 GMT 2023","2","","","","","","Validate Council Output -- @1.21 Testing : NewcastleCityCouncil",""
"passed","Tue Feb 07 01:45:44 GMT 2023","Tue Feb 07 01:45:47 GMT 2023","2905","","","","","","Validate Council Output -- @1.24 Testing : SouthAyrshireCouncil",""
"broken","Tue Feb 07 01:45:53 GMT 2023","Tue Feb 07 01:45:56 GMT 2023","2777","","","","","","Validate Council Output -- @1.26 Testing : SouthTynesideCouncil",""
"broken","Tue Feb 07 01:41:39 GMT 2023","Tue Feb 07 01:41:39 GMT 2023","2","","","","","","Validate Council Output -- @1.14 Testing : GlasgowCityCouncil",""
"passed","Tue Feb 07 01:45:47 GMT 2023","Tue Feb 07 01:45:53 GMT 2023","5996","","","","","","Validate Council Output -- @1.25 Testing : SouthOxfordshireCouncil",""
"passed","Tue Feb 07 01:41:20 GMT 2023","Tue Feb 07 01:41:23 GMT 2023","2310","","","","","","Validate Council Output -- @1.8 Testing : CheshireEastCouncil",""
"broken","Tue Feb 07 01:41:05 GMT 2023","Tue Feb 07 01:41:05 GMT 2023","2","","","","","","Validate Council Output -- @1.4 Testing : BoltonCouncil",""
"broken","Tue Feb 07 01:41:29 GMT 2023","Tue Feb 07 01:41:29 GMT 2023","3","","","","","","Validate Council Output -- @1.12 Testing : EastDevonDC",""
"passed","Tue Feb 07 01:40:57 GMT 2023","Tue Feb 07 01:41:03 GMT 2023","5470","","","","","","Validate Council Output -- @1.1 Testing : BCPCouncil",""
"broken","Tue Feb 07 01:41:23 GMT 2023","Tue Feb 07 01:41:23 GMT 2023","336","","","","","","Validate Council Output -- @1.10 Testing : DoncasterCouncil",""
"broken","Tue Feb 07 01:45:37 GMT 2023","Tue Feb 07 01:45:37 GMT 2023","2","","","","","","Validate Council Output -- @1.22 Testing : NorthLanarkshireCouncil",""
"broken","Tue Feb 07 01:41:39 GMT 2023","Tue Feb 07 01:41:39 GMT 2023","2","","","","","","Validate Council Output -- @1.15 Testing : HuntingdonDistrictCouncil",""
"broken","Tue Feb 07 01:45:56 GMT 2023","Tue Feb 07 01:45:56 GMT 2023","2","","","","","","Validate Council Output -- @1.27 Testing : StHelensBC",""
"broken","Tue Feb 07 01:45:37 GMT 2023","Tue Feb 07 01:45:37 GMT 2023","2","","","","","","Validate Council Output -- @1.20 Testing : NewarkAndSherwoodDC",""
"passed","Tue Feb 07 01:46:12 GMT 2023","Tue Feb 07 01:46:17 GMT 2023","4873","","","","","","Validate Council Output -- @1.34 Testing : WealdenDistrictCouncil",""
"broken","Tue Feb 07 01:45:56 GMT 2023","Tue Feb 07 01:45:56 GMT 2023","2","","","","","","Validate Council Output -- @1.28 Testing : StockportBoroughCouncil",""
"passed","Tue Feb 07 01:46:00 GMT 2023","Tue Feb 07 01:46:03 GMT 2023","3442","","","","","","Validate Council Output -- @1.31 Testing : ValeofGlamorganCouncil",""
"passed","Tue Feb 07 01:46:17 GMT 2023","Tue Feb 07 01:46:20 GMT 2023","3182","","","","","","Validate Council Output -- @1.35 Testing : WiganBoroughCouncil",""
"broken","Tue Feb 07 01:46:00 GMT 2023","Tue Feb 07 01:46:00 GMT 2023","3","","","","","","Validate Council Output -- @1.30 Testing : TorridgeDistrictCouncil",""
"passed","Tue Feb 07 01:46:03 GMT 2023","Tue Feb 07 01:46:05 GMT 2023","1578","","","","","","Validate Council Output -- @1.32 Testing : WarwickDistrictCouncil",""
"passed","Tue Feb 07 01:46:05 GMT 2023","Tue Feb 07 01:46:12 GMT 2023","7135","","","","","","Validate Council Output -- @1.33 Testing : WaverleyBoroughCouncil",""
