"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Feb 20 08:12:53 GMT 2023","Mon Feb 20 08:12:53 GMT 2023","1","","","","","","Validate Council Output -- @1.25 Testing : NewarkAndSherwoodDC",""
"broken","Mon Feb 20 08:12:54 GMT 2023","Mon Feb 20 08:12:54 GMT 2023","2","","","","","","Validate Council Output -- @1.39 Testing : TamesideMBCouncil",""
"broken","Mon Feb 20 08:12:53 GMT 2023","Mon Feb 20 08:12:53 GMT 2023","1","","","","","","Validate Council Output -- @1.27 Testing : EastNorthamptonshireCouncil",""
"broken","Mon Feb 20 08:12:53 GMT 2023","Mon Feb 20 08:12:53 GMT 2023","1","","","","","","Validate Council Output -- @1.32 Testing : SomersetCouncil",""
"broken","Mon Feb 20 08:12:54 GMT 2023","Mon Feb 20 08:12:54 GMT 2023","2","","","","","","Validate Council Output -- @1.40 Testing : TonbridgeAndMallingBC",""
"broken","Mon Feb 20 08:12:54 GMT 2023","Mon Feb 20 08:12:54 GMT 2023","2","","","","","","Validate Council Output -- @1.49 Testing : YorkCouncil",""
"passed","Mon Feb 20 08:12:49 GMT 2023","Mon Feb 20 08:12:52 GMT 2023","2601","","","","","","Validate Council Output -- @1.17 Testing : GlasgowCityCouncil",""
"broken","Mon Feb 20 08:12:54 GMT 2023","Mon Feb 20 08:12:54 GMT 2023","2","","","","","","Validate Council Output -- @1.38 Testing : StockportBoroughCouncil",""
"broken","Mon Feb 20 08:12:53 GMT 2023","Mon Feb 20 08:12:53 GMT 2023","2","","","","","","Validate Council Output -- @1.28 Testing : NorthLanarkshireCouncil",""
"broken","Mon Feb 20 08:12:46 GMT 2023","Mon Feb 20 08:12:46 GMT 2023","4","","","","","","Validate Council Output -- @1.1 Testing : BCPCouncil",""
"broken","Mon Feb 20 08:12:49 GMT 2023","Mon Feb 20 08:12:49 GMT 2023","2","","","","","","Validate Council Output -- @1.5 Testing : BristolCityCouncil",""
"broken","Mon Feb 20 08:12:54 GMT 2023","Mon Feb 20 08:12:54 GMT 2023","2","","","","","","Validate Council Output -- @1.48 Testing : WindsorAndMaidenheadCouncil",""
"broken","Mon Feb 20 08:12:53 GMT 2023","Mon Feb 20 08:12:53 GMT 2023","2","","","","","","Validate Council Output -- @1.33 Testing : SouthAyrshireCouncil",""
"broken","Mon Feb 20 08:12:54 GMT 2023","Mon Feb 20 08:12:54 GMT 2023","2","","","","","","Validate Council Output -- @1.46 Testing : WealdenDistrictCouncil",""
"broken","Mon Feb 20 08:12:53 GMT 2023","Mon Feb 20 08:12:53 GMT 2023","2","","","","","","Validate Council Output -- @1.24 Testing : NELincs",""
"broken","Mon Feb 20 08:12:53 GMT 2023","Mon Feb 20 08:12:53 GMT 2023","1","","","","","","Validate Council Output -- @1.34 Testing : SouthNorfolkCouncil",""
"broken","Mon Feb 20 08:12:53 GMT 2023","Mon Feb 20 08:12:53 GMT 2023","2","","","","","","Validate Council Output -- @1.36 Testing : SouthTynesideCouncil",""
"broken","Mon Feb 20 08:12:49 GMT 2023","Mon Feb 20 08:12:49 GMT 2023","2","","","","","","Validate Council Output -- @1.13 Testing : DurhamCouncil",""
"broken","Mon Feb 20 08:12:53 GMT 2023","Mon Feb 20 08:12:53 GMT 2023","2","","","","","","Validate Council Output -- @1.22 Testing : ManchesterCityCouncil",""
"broken","Mon Feb 20 08:12:46 GMT 2023","Mon Feb 20 08:12:46 GMT 2023","3","","","","","","Validate Council Output -- @1.3 Testing : BlackburnCouncil",""
"broken","Mon Feb 20 08:12:54 GMT 2023","Mon Feb 20 08:12:54 GMT 2023","2","","","","","","Validate Council Output -- @1.45 Testing : WaverleyBoroughCouncil",""
"broken","Mon Feb 20 08:12:53 GMT 2023","Mon Feb 20 08:12:53 GMT 2023","1","","","","","","Validate Council Output -- @1.23 Testing : MidSussexDistrictCouncil",""
"broken","Mon Feb 20 08:12:53 GMT 2023","Mon Feb 20 08:12:53 GMT 2023","2","","","","","","Validate Council Output -- @1.26 Testing : NewcastleCityCouncil",""
"broken","Mon Feb 20 08:12:53 GMT 2023","Mon Feb 20 08:12:53 GMT 2023","2","","","","","","Validate Council Output -- @1.35 Testing : SouthOxfordshireCouncil",""
"broken","Mon Feb 20 08:12:46 GMT 2023","Mon Feb 20 08:12:46 GMT 2023","2","","","","","","Validate Council Output -- @1.2 Testing : BexleyCouncil",""
"broken","Mon Feb 20 08:12:49 GMT 2023","Mon Feb 20 08:12:49 GMT 2023","2","","","","","","Validate Council Output -- @1.16 Testing : FenlandDistrictCouncil",""
"broken","Mon Feb 20 08:12:49 GMT 2023","Mon Feb 20 08:12:49 GMT 2023","1","","","","","","Validate Council Output -- @1.10 Testing : CrawleyBoroughCouncil",""
"broken","Mon Feb 20 08:12:53 GMT 2023","Mon Feb 20 08:12:53 GMT 2023","2","","","","","","Validate Council Output -- @1.29 Testing : NorthLincolnshireCouncil",""
"broken","Mon Feb 20 08:12:49 GMT 2023","Mon Feb 20 08:12:49 GMT 2023","2","","","","","","Validate Council Output -- @1.7 Testing : CastlepointDistrictCouncil",""
"broken","Mon Feb 20 08:12:49 GMT 2023","Mon Feb 20 08:12:49 GMT 2023","2","","","","","","Validate Council Output -- @1.8 Testing : CheshireEastCouncil",""
"broken","Mon Feb 20 08:12:49 GMT 2023","Mon Feb 20 08:12:49 GMT 2023","2","","","","","","Validate Council Output -- @1.15 Testing : EastRidingCouncil",""
"broken","Mon Feb 20 08:12:54 GMT 2023","Mon Feb 20 08:12:54 GMT 2023","2","","","","","","Validate Council Output -- @1.47 Testing : WiganBoroughCouncil",""
"broken","Mon Feb 20 08:12:54 GMT 2023","Mon Feb 20 08:12:54 GMT 2023","1","","","","","","Validate Council Output -- @1.42 Testing : TorridgeDistrictCouncil",""
"broken","Mon Feb 20 08:12:54 GMT 2023","Mon Feb 20 08:12:54 GMT 2023","2","","","","","","Validate Council Output -- @1.41 Testing : TorbayCouncil",""
"broken","Mon Feb 20 08:12:49 GMT 2023","Mon Feb 20 08:12:49 GMT 2023","2","","","","","","Validate Council Output -- @1.6 Testing : CardiffCouncil",""
"broken","Mon Feb 20 08:12:49 GMT 2023","Mon Feb 20 08:12:49 GMT 2023","2","","","","","","Validate Council Output -- @1.11 Testing : CroydonCouncil",""
"broken","Mon Feb 20 08:12:53 GMT 2023","Mon Feb 20 08:12:53 GMT 2023","2","","","","","","Validate Council Output -- @1.20 Testing : LeedsCityCouncil",""
"broken","Mon Feb 20 08:12:49 GMT 2023","Mon Feb 20 08:12:49 GMT 2023","2","","","","","","Validate Council Output -- @1.9 Testing : Chilterns",""
