"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Feb 09 01:46:06 GMT 2023","Thu Feb 09 01:46:06 GMT 2023","2","","","","","","Validate Council Output -- @1.9 Testing : CrawleyBoroughCouncil",""
"passed","Thu Feb 09 01:52:37 GMT 2023","Thu Feb 09 01:52:42 GMT 2023","4546","","","","","","Validate Council Output -- @1.29 Testing : TonbridgeAndMallingBC",""
"broken","Thu Feb 09 01:52:37 GMT 2023","Thu Feb 09 01:52:37 GMT 2023","3","","","","","","Validate Council Output -- @1.27 Testing : StHelensBC",""
"broken","Thu Feb 09 01:46:02 GMT 2023","Thu Feb 09 01:46:03 GMT 2023","841","","","","","","Validate Council Output -- @1.7 Testing : CastlepointDistrictCouncil",""
"passed","Thu Feb 09 01:52:42 GMT 2023","Thu Feb 09 01:52:45 GMT 2023","3297","","","","","","Validate Council Output -- @1.31 Testing : ValeofGlamorganCouncil",""
"broken","Thu Feb 09 01:50:09 GMT 2023","Thu Feb 09 01:50:09 GMT 2023","2","","","","","","Validate Council Output -- @1.19 Testing : NELincs",""
"passed","Thu Feb 09 01:52:25 GMT 2023","Thu Feb 09 01:52:28 GMT 2023","3450","","","","","","Validate Council Output -- @1.24 Testing : SouthAyrshireCouncil",""
"passed","Thu Feb 09 01:52:56 GMT 2023","Thu Feb 09 01:53:01 GMT 2023","4207","","","","","","Validate Council Output -- @1.35 Testing : WiganBoroughCouncil",""
"passed","Thu Feb 09 01:44:09 GMT 2023","Thu Feb 09 01:45:56 GMT 2023","106954","","","","","","Validate Council Output -- @1.5 Testing : BristolCityCouncil",""
"broken","Thu Feb 09 01:50:09 GMT 2023","Thu Feb 09 01:50:09 GMT 2023","2","","","","","","Validate Council Output -- @1.20 Testing : NewarkAndSherwoodDC",""
"passed","Thu Feb 09 01:45:56 GMT 2023","Thu Feb 09 01:46:02 GMT 2023","6085","","","","","","Validate Council Output -- @1.6 Testing : CardiffCouncil",""
"passed","Thu Feb 09 01:53:04 GMT 2023","Thu Feb 09 01:53:06 GMT 2023","1661","","","","","","Validate Council Output -- @1.37 Testing : YorkCouncil",""
"passed","Thu Feb 09 01:52:52 GMT 2023","Thu Feb 09 01:52:56 GMT 2023","4422","","","","","","Validate Council Output -- @1.34 Testing : WealdenDistrictCouncil",""
"broken","Thu Feb 09 01:46:11 GMT 2023","Thu Feb 09 01:46:11 GMT 2023","2","","","","","","Validate Council Output -- @1.12 Testing : EastDevonDC",""
"broken","Thu Feb 09 01:52:42 GMT 2023","Thu Feb 09 01:52:42 GMT 2023","3","","","","","","Validate Council Output -- @1.30 Testing : TorridgeDistrictCouncil",""
"passed","Thu Feb 09 01:46:06 GMT 2023","Thu Feb 09 01:46:11 GMT 2023","4959","","","","","","Validate Council Output -- @1.11 Testing : DurhamCouncil",""
"passed","Thu Feb 09 01:50:02 GMT 2023","Thu Feb 09 01:50:07 GMT 2023","5052","","","","","","Validate Council Output -- @1.17 Testing : ManchesterCityCouncil",""
"passed","Thu Feb 09 01:52:46 GMT 2023","Thu Feb 09 01:52:52 GMT 2023","5525","","","","","","Validate Council Output -- @1.33 Testing : WaverleyBoroughCouncil",""
"broken","Thu Feb 09 01:52:37 GMT 2023","Thu Feb 09 01:52:37 GMT 2023","2","","","","","","Validate Council Output -- @1.28 Testing : StockportBoroughCouncil",""
"passed","Thu Feb 09 01:52:28 GMT 2023","Thu Feb 09 01:52:34 GMT 2023","6028","","","","","","Validate Council Output -- @1.25 Testing : SouthOxfordshireCouncil",""
"broken","Thu Feb 09 01:46:06 GMT 2023","Thu Feb 09 01:46:06 GMT 2023","321","","","","","","Validate Council Output -- @1.10 Testing : DoncasterCouncil",""
"passed","Thu Feb 09 01:46:03 GMT 2023","Thu Feb 09 01:46:06 GMT 2023","2602","","","","","","Validate Council Output -- @1.8 Testing : CheshireEastCouncil",""
"broken","Thu Feb 09 01:44:09 GMT 2023","Thu Feb 09 01:44:09 GMT 2023","3","","","","","","Validate Council Output -- @1.4 Testing : BoltonCouncil",""
"broken","Thu Feb 09 01:44:09 GMT 2023","Thu Feb 09 01:44:09 GMT 2023","521","","","","","","Validate Council Output -- @1.3 Testing : BlackburnCouncil",""
"broken","Thu Feb 09 01:46:17 GMT 2023","Thu Feb 09 01:46:17 GMT 2023","2","","","","","","Validate Council Output -- @1.15 Testing : HuntingdonDistrictCouncil",""
