"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 20 07:22:44 GMT 2023","Mon Feb 20 07:22:46 GMT 2023","1472","","","","","","Validate Council Output -- @1.19 Testing : HuntingdonDistrictCouncil",""
"passed","Mon Feb 20 07:22:33 GMT 2023","Mon Feb 20 07:22:36 GMT 2023","2743","","","","","","Validate Council Output -- @1.17 Testing : GlasgowCityCouncil",""
"passed","Mon Feb 20 07:22:30 GMT 2023","Mon Feb 20 07:22:33 GMT 2023","3638","","","","","","Validate Council Output -- @1.16 Testing : FenlandDistrictCouncil",""
"broken","Mon Feb 20 07:22:19 GMT 2023","Mon Feb 20 07:22:19 GMT 2023","21","","","","","","Validate Council Output -- @1.11 Testing : CroydonCouncil",""
"broken","Mon Feb 20 07:25:54 GMT 2023","Mon Feb 20 07:25:54 GMT 2023","2","","","","","","Validate Council Output -- @1.25 Testing : NewarkAndSherwoodDC",""
"passed","Mon Feb 20 07:21:47 GMT 2023","Mon Feb 20 07:21:50 GMT 2023","2662","","","","","","Validate Council Output -- @1.8 Testing : CheshireEastCouncil",""
"passed","Mon Feb 20 07:19:50 GMT 2023","Mon Feb 20 07:19:52 GMT 2023","2009","","","","","","Validate Council Output -- @1.1 Testing : BCPCouncil",""
"passed","Mon Feb 20 07:26:43 GMT 2023","Mon Feb 20 07:26:48 GMT 2023","4960","","","","","","Validate Council Output -- @1.45 Testing : WaverleyBoroughCouncil",""
"passed","Mon Feb 20 07:19:55 GMT 2023","Mon Feb 20 07:21:42 GMT 2023","107115","","","","","","Validate Council Output -- @1.5 Testing : BristolCityCouncil",""
"passed","Mon Feb 20 07:26:19 GMT 2023","Mon Feb 20 07:26:23 GMT 2023","4100","","","","","","Validate Council Output -- @1.38 Testing : StockportBoroughCouncil",""
"passed","Mon Feb 20 07:26:42 GMT 2023","Mon Feb 20 07:26:43 GMT 2023","1427","","","","","","Validate Council Output -- @1.44 Testing : WarwickDistrictCouncil",""
"broken","Mon Feb 20 07:26:34 GMT 2023","Mon Feb 20 07:26:34 GMT 2023","2","","","","","","Validate Council Output -- @1.42 Testing : TorridgeDistrictCouncil",""
"broken","Mon Feb 20 07:22:27 GMT 2023","Mon Feb 20 07:22:28 GMT 2023","822","","","","","","Validate Council Output -- @1.14 Testing : EastDevonDC",""
"passed","Mon Feb 20 07:26:11 GMT 2023","Mon Feb 20 07:26:16 GMT 2023","5061","","","","","","Validate Council Output -- @1.35 Testing : SouthOxfordshireCouncil",""
"passed","Mon Feb 20 07:26:34 GMT 2023","Mon Feb 20 07:26:42 GMT 2023","7600","","","","","","Validate Council Output -- @1.43 Testing : ValeofGlamorganCouncil",""
"passed","Mon Feb 20 07:22:46 GMT 2023","Mon Feb 20 07:25:44 GMT 2023","178012","","","","","","Validate Council Output -- @1.20 Testing : LeedsCityCouncil",""
